Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
138,6976498.5616247123107,5073626.1850757962093,0,192736.21941000001971,371715.70054236461874,1102.4270504109315425
139,6980983.63088459149,5074711.9053713055328,0,171321.08392000000458,295605.1564116019872,1102.4270504109315425
140,6956180.1552436212078,5075797.6256668148562,0,149905.94842999998946,245552.91026964288903,1102.4270504109315425
141,6973293.699932650663,5076883.3459623241797,0,128490.81294000000344,156748.0871377143194,1102.4270504109315425
142,6948490.2242916803807,5077969.0662578335032,0,107075.67745000000286,106247.39337991652428,1102.4270504109315425
143,6923686.7486507100984,5079054.7865533428267,0,85660.541960000002291,54752.230168104993936,1102.4270504109315425
144,6898883.2730097398162,5080140.5068488521501,0,64245.406470000001718,17328.653494631435024,1102.4270504109315425
145,6874079.7973687695339,5081226.2271443614736,0,42830.270980000001146,1278.159336079203058,1102.4270504109315425
146,6849276.3217277992517,5082311.9474398707971,0,21415.135490000000573,0,0
147,6843715.7519560661167,5083397.6677353801206,0,0,0,0
148,6836412.0452328296378,5084483.3880308894441,0,0,0,0
149,6851449.5550059648231,5085569.1083263987675,0,0,0,0
150,6868563.0996949942783,5086654.828621908091,0,0,0,0
151,6885676.6443840237334,5087740.5489174174145,0,0,0,0
152,6902790.1890730531886,5088826.269212926738,0,18545.507334339999943,7914.3602028047962449,0
153,6919903.7337620826438,5089911.9895084360614,0,18545.507334339999943,78709.02733173899469,0
154,6937017.278451112099,5090997.7098039453849,0,37091.014668679999886,138146.20486579847056,159.22858563758563832
155,6954130.8231401415542,5092083.4300994547084,0,55636.522003019999829,202818.79005339837749,2510.1898429675948137
156,6971244.3678291710094,5093169.1503949640319,1564.6205374052692605,74182.029337359999772,258866.04392190551152,5292.8385964175940899
157,6988357.9125182004645,5094254.8706904733554,7140.7546578457786381,87633.422991598723456,313288.30310180701781,5292.8385964175940899
158,7005471.4572072299197,5095340.5909859826788,13926.887956901457073,87633.422991598723456,372472.10969434247818,5292.8385964175940899
159,7022585.0018962593749,5096426.3112814920023,18338.055782087467378,106178.9303259387234,387909.01659999997355,8075.4873498675933661
160,7039698.5465852888301,5097512.0315770013258,21187.801024953430897,106178.9303259387234,387909.01659999997355,10858.136103317592642
161,7056812.0912743182853,5098597.7518725106493,22024.990977756817301,92787.839123230165569,387909.01659999997355,11716.415800000000672
162,7073925.6359633477405,5099683.4721680199727,22024.990977756817301,71372.703633230164996,350836.73687293892726,11716.415800000000672
163,7091039.1806523771957,5100769.1924635292962,21748.554855999493157,71372.703633230164996,269648.18942514754599,11716.415800000000672
164,7108152.7253414066508,5101854.9127590386197,20677.591901962907286,49957.568143230164424,206612.6116026530508,8787.3118529999992461
165,7125266.270030436106,5102940.6330545479432,16527.785607632475148,28542.432653230163851,145469.10637041673181,5858.2079020000001037
166,7142379.8147194655612,5104026.3533500572667,8216.7856076324769674,21415.135490000000573,67997.911251247438486,2929.1039510000000519
167,7159493.3594084950164,5105112.0736455665901,0,0,0,0
168,7134235.8875823393464,5099261.6218194076791,0,0,0,0
169,7150895.4360861834139,5099979.1177752930671,0,0,0,0
170,7167554.9845900274813,5100696.6137311784551,0,0,0,0
171,7184214.5330938715488,5101414.109687063843,0,0,0,0
172,7200874.0815977156162,5102131.605642949231,0,0,0,0
173,7217533.6301015596837,5102849.1015988346189,0,0,0,0
174,7234193.1786054037511,5103566.5975547200069,0,0,0,0
175,7250852.7271092478186,5104284.0935106053948,0,0,0,0
176,7267512.275613091886,5105001.5894664907828,0,0,0,0
177,7284171.8241169359535,5105719.0854223761708,0,0,11814.427781424456043,0
178,7300831.372620780021,5106436.5813782615587,0,0,41706.051488276672899,0
179,7317490.9211246240884,5107154.0773341469467,0,0,90634.901926011021715,0
180,7334150.4696284681559,5107871.5732900323346,0,0,141007.94869106193073,0
181,7350810.0181323122233,5108589.0692459177226,0,0,189292.29710288578644,0
182,7367469.5666361562908,5109306.5652018031105,0,0,223107.20697947096778,0
183,7384129.1151400003582,5110024.0611576884985,0,0,228456.36989000980975,0
184,7400788.6636438444257,5110741.5571135738865,0,0,228456.36989000980975,0
185,7417448.2121476884931,5111459.0530694592744,0,0,228456.36989000980975,0
186,7434107.7606515325606,5112176.5490253446624,0,0,228064.9221078241244,0
187,7450767.309155376628,5112894.0449812300503,0,0,210836.47387702052947,0
188,7467426.8576592206955,5113611.5409371154383,0,0,196227.08575464645401,0
189,7484086.4061630647629,5114329.0368930008262,0,0,189948.69835910951952,0
190,7500745.9546669088304,5113156.6903070220724,0,0,189948.69835910951952,0
191,7517405.5031707528979,5113793.2575485883281,0,0,187240.18810012342874,0
192,7534065.0516745969653,5114510.753504473716,0,0,187240.18810012342874,0
193,7550724.6001784410328,5115228.249460359104,0,0,187240.18810012342874,0
194,7567384.1486822851002,5115945.7454162444919,0,0,187240.18810012342874,0
195,7584043.6971861291677,5116663.2413721298799,0,0,187240.18810012342874,0
196,7600703.2456899732351,5117380.7373280152678,0,0,187240.18810012342874,0
197,7617362.7941938173026,5118098.2332839006558,0,0,187240.18810012342874,0
198,7634022.34269766137,5118815.7292397860438,0,0,187240.18810012342874,0
199,7650681.8912015054375,5119533.2251956714317,0,0,187240.18810012342874,0
200,7667341.4397053495049,5120250.7211515568197,0,0,187240.18810012342874,0
201,7684000.9882091935724,5120968.2171074422076,0,0,187240.18810012342874,0
202,7700660.5367130376399,5121685.7130633275956,0,0,187240.18810012342874,0
203,7717320.0852168817073,5122403.2090192129835,0,0,188935.09791163101909,0
204,7733979.6337207257748,5123120.7049750983715,0,0,200802.54800404832349,0
205,7750639.1822245698422,5123838.2009309837595,0,0,217725.98653913935414,0
206,7767298.7307284139097,5124555.6968868691474,0,0,231785.74569139056257,0
207,7783958.2792322579771,5125273.1928427545354,0,0,235944.58159036381403,0
208,7800617.8277361020446,5125990.6887986399233,0,0,235944.58159036381403,0
209,7817277.376239946112,5126708.1847545253113,0,0,235944.58159036381403,0
210,7833936.9247437901795,5127425.6807104106992,0,0,235944.58159036381403,0
211,7850596.4732476342469,5128143.1766662960872,0,0,227038.35376785116387,0
212,7867256.0217514783144,5128860.6726221814752,0,0,215513.78374179973616,0
213,7883915.5702553223819,5129578.1685780668631,0,0,208554.72767215580097,0
214,7900575.1187591664493,5130295.6645339522511,0,0,208554.72767215580097,0
215,7917234.6672630105168,5131013.160489837639,0,0,208554.72767215580097,0
216,7933894.2157668545842,5131730.656445723027,0,0,208554.72767215580097,0
217,7950553.7642706986517,5132448.1524016084149,0,0,208554.72767215580097,0
218,7967213.3127745427191,5133165.6483574938029,0,0,208273.35590131359641,0
219,7983872.8612783867866,5133883.1443133791909,0,0,208273.35590131359641,0
220,8000532.409782230854,5134600.6402692645788,0,0,208273.35590131359641,0
221,8017191.9582860749215,5135318.1362251499668,0,0,208273.35590131359641,0
222,8033851.5067899189889,5136035.6321810353547,0,0,208273.35590131359641,0
223,8050511.0552937630564,5136753.1281369207427,0,0,203318.37854448874714,0
224,8067170.6037976071239,5137470.6240928061306,0,0,203318.37854448874714,0
225,8083830.1523014511913,5138188.1200486915186,0,0,203318.37854448874714,0
226,8100489.7008052952588,5138905.6160045769066,0,0,203318.37854448874714,0
227,8117149.2493091393262,5139623.1119604622945,0,0,222268.03525426762644,0
228,8133808.7978129833937,5140340.6079163476825,0,0,247095.19825016168761,0
229,8150468.3463168274611,5141058.1038722330704,0,0,268472.87991850910475,0
230,8167127.8948206715286,5141775.5998281184584,0,0,275571.40893072198378,0
231,8183787.443324515596,5142493.0957840038463,0,0,275571.40893072198378,0
232,8200446.9918283596635,5143210.5917398892343,0,0,275571.40893072198378,0
233,8217106.5403322037309,5143928.0876957746223,0,0,275571.40893072198378,0
234,8233766.0888360477984,5144645.5836516600102,0,0,254086.63921288133133,0
235,8250425.6373398918658,5145363.0796075453982,0,0,205043.42541746096686,0
236,8267085.1858437359333,5146080.5755634307861,0,0,155325.21414256709977,0
237,8283744.7343475800008,5146798.0715193161741,0,0,111712.84545547308517,0
238,8300404.2828514240682,5147515.567475201562,0,0,69837.545201723463833,0
239,8317063.8313552681357,5148233.06343108695,0,0,30270.604214277886058,0
240,8333723.3798591122031,5148950.559386972338,0,0,6217.4023328107432462,0
241,8350382.9283629562706,5149668.0553428577259,0,0,0,0
242,8367042.476866800338,5150385.5512987431139,0,0,0,0
243,8383702.0253706444055,5151103.0472546285018,0,0,0,0
244,8400361.5738744884729,5151820.5432105138898,0,0,0,0
245,8417021.1223783325404,5152538.0391663992777,0,0,0,0
246,8433680.6708821766078,5153255.5351222846657,0,0,0,0
247,8450340.2193860206753,5153973.0310781700537,0,0,0,0
248,8466999.7678898647428,5154690.5270340554416,0,0,0,0
249,8483659.3163937088102,5155408.0229899408296,0,0,0,0
250,8500318.8648975528777,5156125.5189458262175,0,0,16680.960553271128447,0
251,8516978.4134013969451,5156843.0149017116055,0,0,39990.393491680224543,0
252,8533637.9619052410126,5157560.5108575969934,0,0,57241.118164390965831,0
253,8550297.51040908508,5158278.0068134823814,0,0,71414.281133209704421,0
254,8566957.0589129291475,5158995.5027693677694,0,0,71414.281133209704421,0
255,8583616.6074167732149,5159712.9987252531573,0,0,71414.281133209704421,0
256,8600276.1559206172824,5160430.4946811385453,0,0,71414.281133209704421,0
257,8616935.7044244613498,5161147.9906370239332,0,0,71414.281133209704421,0
258,8633595.2529283054173,5161865.4865929093212,0,0,64794.865216662539751,0
259,8650254.8014321494848,5162582.9825487947091,0,0,46167.130078917587525,0
260,8666914.3499359935522,5163300.4785046800971,0,0,35793.815570343722356,0
261,8683573.8984398376197,5164017.9744605654851,0,0,34397.131949386915949,0
262,8700233.4469436816871,5164735.470416450873,0,0,27662.960187389493512,0
263,8716892.9954475257546,5165452.966372336261,0,0,23383.153028020657075,0
264,8733552.543951369822,5166170.4623282216489,0,0,23383.153028020657075,0
265,8750212.0924552138895,5166887.9582841070369,0,0,23383.153028020657075,0
266,8766871.6409590579569,5167605.4542399924248,0,0,23383.153028020657075,0
267,8783531.1894629020244,5168322.9501958778128,0,0,23383.153028020657075,0
268,8800190.7379667460918,5169040.4461517632008,0,0,23383.153028020657075,0
269,8816850.2864705901593,5169757.9421076485887,0,0,23383.153028020657075,0
270,8833509.8349744342268,5170475.4380635339767,0,0,21788.880433355181594,0
271,8850169.3834782782942,5171192.9340194193646,0,0,8290.0320191141800024,0
272,8866828.9319821223617,5171910.4299753047526,0,0,0,0
273,8883488.4804859664291,5172627.9259311901405,0,0,0,0
274,8900148.0289898104966,5173345.4218870755285,0,0,0,0
275,8916807.577493654564,5174062.9178429609165,0,0,25640.930238419347006,0
276,8933467.1259974986315,5174780.4137988463044,0,0,64541.797114853412495,0
277,8950126.6745013426989,5175497.9097547316924,0,0,101859.68021571740974,0
278,8966786.2230051867664,5176215.4057106170803,0,0,129864.84559258472291,2782.6487534499997309
279,8983445.7715090308338,5176932.9016665024683,0,0,139775.18613791483222,2782.6487534499997309
280,9000105.3200128749013,5177650.3976223878562,0,0,139775.18613791483222,2782.6487534499997309
281,9016764.8685167189687,5178367.8935782732442,0,0,139775.18613791483222,2782.6487534499997309
282,9033424.4170205630362,5179085.3895341586322,0,0,130825.99036671596696,2782.6487534499997309
283,9050083.9655244071037,5179802.8854900440201,0,0,104981.75909318734193,2782.6487534499997309
284,9066743.5140282511711,5180520.3814459294081,0,0,82894.535208823392168,2782.6487534499997309
285,9083403.0625320952386,5181237.877401814796,0,0,68199.649872970388969,1804.5728898187830964
286,9100062.611035939306,5181955.373357700184,0,0,40800.57278300030157,1804.5728898187830964
287,9116722.1595397833735,5182672.8693135855719,0,0,12371.813423472696741,1804.5728898187830964
288,9133381.7080436274409,5183390.3652694709599,0,0,0,0
289,9150041.2565474715084,5184107.8612253563479,0,0,0,0
290,9166700.8050513155758,5184825.3571812417358,0,0,0,0
291,9183360.3535551596433,5185542.8531371271238,0,0,0,0
292,9200019.9020590037107,5186260.3490930125117,0,0,0,0
293,9216679.4505628477782,5186977.8450488978997,0,0,0,0
294,9233338.9990666918457,5187695.3410047832876,0,0,6497.095196425289032,0
295,9249998.5475705359131,5188412.8369606686756,0,17185.739260771631962,6497.095196425289032,1121.8869199296750594
296,9266658.0960743799806,5189130.3329165540636,0,17185.739260771631962,42870.04206703195814,2217.054775099532435
297,9283317.644578224048,5189847.8288724394515,0,17185.739260771631962,90626.463117766747018,2217.054775099532435
298,9299977.1930820681155,5190565.3248283248395,0,17185.739260771631962,142558.88690992898773,2217.054775099532435
299,9316636.7415859121829,5191282.8207842102274,0,35731.246595111631905,185260.53794590302277,3969.7131510185499792
300,9333296.2900897562504,5192000.3167400956154,0,54276.753929451631848,226701.59080133825773,6588.6660867046284693
301,9349955.8385936003178,5192717.8126959810033,0,63976.76445233708364,275518.97911044611828,8851.0499396726008854
302,9366615.3870974443853,5193435.3086518663913,0,63976.76445233708364,322378.88211068091914,11054.244883643879803
303,9383274.9356012884527,5194152.8046077517793,0,63976.76445233708364,362873.97970915806945,11716.415800000000672
304,9399934.4841051325202,5194870.3005636371672,0,63976.76445233708364,387909.01659999997355,11716.415800000000672
305,9416594.0326089765877,5195587.7965195225552,0,63976.76445233708364,387909.01659999997355,11716.415800000000672
306,9433253.5811128206551,5196305.2924754079431,0,42561.628962337083067,385806.31475016439799,11716.415800000000672
307,9449913.1296166647226,5197022.7884312933311,0,21146.493472337082494,358510.33591314387741,11716.415800000000672
308,9466572.67812050879,5197740.284387178719,0,16647.509668084392615,311315.56895794864977,11594.374418636580231
309,9483232.2266243528575,5198457.780343064107,0,16647.509668084392615,258300.28875066403998,11219.275109458238148
310,9499891.7751281969249,5199175.276298949495,0,16647.509668084392615,192685.65643172571436,8290.171158458237187
311,9516551.3236320409924,5199892.7722548348829,0,16647.509668084392615,125617.25665085713263,5361.0672074582371351
312,9533210.8721358850598,5200610.2682107202709,0,16647.509668084392615,70848.65059490056592,2431.9632564582370833
313,9549870.4206397291273,5201327.7641666056588,0,16647.509668084392615,34649.286622468425776,2431.9632564582370833
314,9566529.9691435731947,5202045.2601224910468,0,16647.509668084392615,4936.2805836690058641,2431.9632564582370833
315,9583189.5176474172622,5202762.7560783764347,0,0,4936.2805836690058641,2361.4492050176177145
316,9599849.0661512613297,5203480.2520342618227,0,0,0,2361.4492050176177145
317,9616508.6146551053971,5204197.7479901472107,0,0,0,0
318,9633168.1631589494646,5204915.2439460325986,0,0,0,0
319,9649827.711662793532,5205632.7399019179866,0,0,0,0
320,9666487.2601666375995,5206350.2358578033745,2777.1976029506631676,0,0,0
321,9683146.8086704816669,5207067.7318136887625,5739.2579403667004954,0,6339.3755111433665661,2782.6487534499997309
322,9699806.3571743257344,5207785.2277695741504,12307.88135975664045,0,10895.573329430077138,2782.6487534499997309
323,9716465.9056781698018,5208502.7237254595384,17484.414068531848898,0,27616.05688878797082,5565.2975068999994619
324,9733125.4541820138693,5209220.2196813449264,23556.55870585640514,0,52177.498171957980958,8347.9462603499996476
325,9749785.0026858579367,5209937.7156372303143,30753.884705856406072,0,87234.205835229193326,9115.4483015087625972
326,9766444.5511897020042,5210655.2115931157023,37951.210705856407003,0,117188.45500107854605,9640.6780774131057115
327,9783104.0996935460716,5211372.7075490010902,44753.077445465540222,0,138566.97202496495447,9640.6780774131057115
328,9799763.6481973901391,5212090.2035048864782,47146.454148184311634,0,138566.97202496495447,11716.415800000000672
329,9816423.1967012342066,5212807.6994607718661,47146.454148184311634,0,138566.97202496495447,11716.415800000000672
330,9833082.745205078274,5213525.1954166572541,41555,0,138566.97202496495447,11716.415800000000672
331,9849742.2937089223415,5214242.6913725426421,33244,0,121576.25021094028489,8787.3118490000015299
