Timestep,Reservoir_FR_0,Reservoir_ES_0,Hydro|pumped_storage_ES_0,Pumped Storage_FR_0,Lithium-Ion_FR_0,Lithium-Ion_PT_0
143,7653515.112549578771,5038116.9040891723707,0,105131.98030164957163,91336.021923602267634,0
144,7673800.3900128090754,5038918.333534236066,0,83716.844811649571056,50277.671995877157315,0
145,7694085.6674760393798,5039719.7629792997614,0,62301.709321649570484,25472.5321386421856,0
146,7714370.9449392696843,5040521.1924243634567,0,40886.573831649569911,6499.9292111142422073,0
147,7734656.2224024999887,5041322.621869427152,0,19471.438341649569338,0,0
148,7754941.4998657302931,5042124.0513144908473,0,3053.3265311201103032,0,0
149,7775226.7773289605975,5042925.4807595545426,0,0,0,0
150,7795512.0547921909019,5043726.9102046182379,0,0,0,0
151,7815797.3322554212064,5044528.3396496819332,0,0,0,0
152,7836082.6097186515108,5045329.7690947456285,0,0,20755.672858231748251,0
153,7856367.8871818818152,5046131.1985398093238,582.64509761968349721,0,61301.255717294683564,0
154,7876653.1646451121196,5046932.6279848730192,3580.8735764287671373,0,119585.05170346031082,0
155,7896938.442108342424,5047734.0574299367145,5108.7318180481925083,0,185055.66728804277955,2782.6487534499997309
156,7917223.7195715727285,5048535.4868750004098,7086.1113076199726493,0,251098.8146748727886,5565.2975068999994619
157,7937508.9970348030329,5049336.9163200641051,8527.3974882679558505,0,303699.65989735058974,8347.9462603499996476
158,7957794.2744980333373,5050138.3457651278004,12073.073829616263538,0,350374.0950302965939,8347.9462603499996476
159,7978079.5519612636417,5050939.7752101914957,12073.073829616263538,0,377221.3352471756516,11083.329402070898141
160,7998364.8294244939461,5051741.204655255191,12248.637557876620122,0,377221.3352471756516,11716.415800000000672
161,8018650.1068877242506,5052542.6341003188863,12248.637557876620122,0,377221.3352471756516,11716.415800000000672
162,8038935.384350954555,5053344.0635453825817,12248.637557876620122,0,347566.75121531728655,11716.415800000000672
163,8059220.6618141848594,5054145.492990446277,12128.189896311385382,0,287171.02446994179627,11163.367276677621703
164,8079505.9392774151638,5054946.9224355099723,12128.189896311385382,0,217053.11035671661375,8787.3118529999992461
165,8099791.2167406454682,5055748.3518805736676,11142.445524069447856,0,145056.05982530454639,5858.2079020000001037
166,8120076.4942038757727,5056549.7813256373629,5935.5065253187058261,0,75005.735804091265891,2929.1039510000000519
167,8140361.7716671060771,5057351.2107707010582,0,0,0,0
168,8117755.6230485290289,5051681.8522859020159,0,0,0,0
169,8095149.4744299519807,5052421.0084970593452,0,0,0,0
170,8076899.0912549830973,5053160.1647082166746,0,0,0,0
171,8067413.1759718516842,5053899.320919374004,0,0,0,0
172,8064552.2073979368433,5054638.4771305313334,0,0,0,0
173,8063857.6706488775089,5055377.6333416886628,0,0,0,0
174,8061210.7819595262408,5056116.7895528459921,0,0,0,0
175,8060086.899052483961,5056855.9457640033215,0,0,0,0
176,8072877.4032251061872,5057595.1019751606509,0,0,0,0
177,8092188.2749365288764,5058334.2581863179803,0,0,0,0
178,8111499.1466479515657,5059073.4143974753097,0,0,749.44000329819391482,0
179,8130810.0183593742549,5059812.5706086326391,0,0,12158.912859379404836,0
180,8150120.8900707969442,5060551.7268197899684,0,0,42204.566052206399036,0
181,8169431.7617822196335,5061290.8830309472978,0,0,76756.132965221928316,0
182,8188742.6334936423227,5062030.0392421046272,0,0,98481.364723563223379,0
183,8208053.505205065012,5062769.1954532619566,0,0,100631.33842572255526,0
184,8227364.3769164877012,5063508.351664419286,0,0,100631.33842572255526,0
185,8246675.2486279103905,5064247.5078755766153,0,0,100631.33842572255526,0
186,8230525.2085107611492,5064986.6640867339447,0,0,100631.33842572255526,0
187,8207919.059892184101,5065725.8202978912741,0,0,82021.513527791656088,0
188,8185312.9112736070529,5066464.9765090486035,0,0,63470.994002615087084,0
189,8162706.7626550300047,5067204.1327202059329,0,0,52132.948360157184652,0
190,8140100.6140364529565,5067943.2889313632622,0,0,45677.167279706438421,0
191,8117494.4654178759083,5068682.4451425205916,0,0,36391.490167299132736,0
192,8094888.3167992988601,5069421.601353677921,0,0,33808.859273130517977,0
193,8114199.1885107215494,5070160.7575648352504,0,0,3194.8021818571796757,0
194,8106958.5073808729649,5070899.9137759925798,0,0,3194.8021818571796757,0
195,8110604.4215009948239,5071639.0699871499091,0,0,3194.8021818571796757,0
196,8124161.5997315654531,5072378.2261983072385,0,0,3194.8021818571796757,0
197,8143472.4714429881424,5073117.3824094645679,0,0,3194.8021818571796757,0
198,8162783.3431544108316,5073856.5386206218973,0,0,3194.8021818571796757,0
199,8182094.2148658335209,5074595.6948317792267,0,0,3194.8021818571796757,0
200,8201405.0865772562101,5075334.851042936556,0,0,3194.8021818571796757,0
201,8220715.9582886788994,5076074.0072540938854,0,0,11932.695663108763256,0
202,8240026.8300001015887,5076813.1634652512148,0,0,49095.531538338778773,0
203,8259337.7017115242779,5077552.3196764085442,0,0,96762.983971906651277,0
204,8278648.5734229469672,5078291.4758875658736,0,0,149892.89996256580343,0
205,8297959.4451343696564,5079030.6320987232029,0,0,199410.94359584111953,0
206,8317270.3168457923457,5079769.7883098805323,0,0,239273.9136400714051,0
207,8336581.188557215035,5080508.9445210378617,0,0,253602.43961542582838,0
208,8355892.0602686377242,5081248.1007321951911,0,0,253602.43961542582838,0
209,8375202.9319800604135,5081987.2569433525205,0,0,233664.03055136109469,0
210,8352596.7833614833653,5082726.4131545098498,0,0,215283.10877694399096,0
211,8329990.6347429063171,5083465.5693656671792,0,0,180463.18931852129754,0
212,8349301.5064543290064,5084204.7255768245086,0,0,118236.57969591437723,0
213,8326695.3578357519582,5084943.881787981838,0,0,112659.52453085051093,0
214,8346006.2295471746475,5085683.0379991391674,0,0,68097.45335489048739,0
215,8323400.0809285975993,5086422.1942102964967,0,0,63609.786730486011948,0
216,8342710.9526400202885,5087161.3504214538261,0,0,27456.053858584833506,0
217,8362021.8243514429778,5087900.5066326111555,0,0,5510.5549484940820548,0
218,8365363.639904585667,5088639.6628437684849,0,0,5510.5549484940820548,0
219,8384674.5116160083562,5089378.8190549258143,0,0,0,0
220,8403985.3833274301142,5090117.9752660831437,0,0,0,0
221,8423296.2550388518721,5090857.131477240473,0,0,0,0
222,8442607.12675027363,5091596.2876883978024,0,0,0,0
223,8461917.998461695388,5092335.4438995551318,0,0,0,0
224,8481228.8701731171459,5093074.6001107124612,0,0,4406.2670999697329535,0
225,8500539.7418845389038,5093813.7563218697906,0,0,42486.979248708928935,0
226,8519850.6135959606618,5094552.9125330271199,0,0,103027.40451477463648,0
227,8539161.4853073824197,5095292.0687441844493,0,0,177495.31871180181042,0
228,8558472.3570188041776,5096031.2249553417787,0,5622.307635995529381,257093.48561342881294,0
229,8577783.2287302259356,5096770.3811664991081,0,24167.814970335530234,313739.36290892155375,0
230,8597094.1004416476935,5097509.5373776564375,0,42713.322304675530177,354957.24726062192349,0
231,8616404.9721530694515,5098248.6935888137668,0,42713.322304675530177,387909.01659999997355,0
232,8635715.8438644912094,5098987.8497999710962,0,42713.322304675530177,387909.01659999997355,0
233,8655026.7155759129673,5099727.0060111284256,0,31802.647615102599957,387909.01659999997355,0
234,8674337.5872873347253,5100466.162222285755,0,31802.647615102599957,334926.15114263555733,0
235,8693648.4589987564832,5101205.3184334430844,0,31802.647615102599957,260476.96174765826436,0
236,8712959.3307101782411,5101944.4746446004137,0,31802.647615102599957,192444.56803375267191,0
237,8732270.2024215999991,5102683.6308557577431,0,31802.647615102599957,136332.65996479333262,0
238,8751581.074133021757,5103422.7870669150725,0,15762.913732107685064,111508.86314100147865,0
239,8752284.8302004747093,5104161.9432780724019,0,0,111508.86314100147865,0
240,8771595.7019118964672,5104901.0994892297313,0,0,89086.197743783166516,0
241,8790906.5736233182251,5105640.2557003870606,0,0,78852.020049023238244,0
242,8800593.4335902519524,5106379.41191154439,0,0,78852.020049023238244,0
243,8819904.3053016737103,5107118.5681227017194,0,0,78852.020049023238244,0
244,8839215.1770130954683,5107857.7243338590488,0,0,78852.020049023238244,0
245,8858526.0487245172262,5108596.8805450163782,0,0,78852.020049023238244,0
246,8877836.9204359389842,5109336.0367561737075,0,0,78852.020049023238244,0
247,8897147.7921473607421,5110075.1929673310369,0,0,74078.590962040121667,0
248,8916458.6638587825,5110814.3491784883663,0,0,74078.590962040121667,0
249,8935769.535570204258,5111553.5053896456957,0,0,86993.987446698563872,0
250,8955080.4072816260159,5112292.6616008030251,0,0,118032.04682676894299,0
251,8974391.2789930477738,5113031.8178119603544,0,0,163183.95141952822451,0
252,8993702.1507044695318,5113770.9740231176838,0,0,228203.91735536459601,0
253,9013013.0224158912897,5114510.1302342750132,0,0,291325.11629008932505,0
254,9032323.8941273130476,5115249.2864454323426,0,0,347500.61168959893985,0
255,9051634.7658387348056,5115988.442656589672,0,0,382736.40418074233457,0
256,9070945.6375501565635,5116727.5988677470013,0,0,387909.01659999997355,0
257,9090256.5092615783215,5117466.7550789043307,0,0,387909.01659999997355,0
258,9109567.3809730000794,5118205.9112900616601,0,0,365892.46798023360316,0
259,9086961.2323544230312,5118945.0675012189895,0,0,357281.18797880492639,0
260,9106272.1040658447891,5119684.2237123763189,0,0,305300.42246923741186,0
261,9125582.9757772665471,5120423.3799235336483,0,0,256692.38747893483378,0
262,9102976.8271586894989,5120990.8610140290111,0,0,249107.36333809341886,0
263,9122287.6988701112568,5121730.0172251863405,0,0,198745.08148612367222,0
264,9099681.5502515342087,5122469.1734363436699,0,0,198745.08148612367222,0
265,9118992.4219629559666,5123208.3296475009993,0,0,171963.67960213788319,0
266,9115559.6330787558109,5123947.4858586583287,0,0,171963.67960213788319,0
267,9134870.5047901775688,5124686.642069815658,0,0,161015.11042851008824,0
268,9154181.3765015993267,5125425.7982809729874,0,0,159150.99621571647003,0
269,9173492.2482130210847,5126164.9544921303168,0,0,159150.99621571647003,0
270,9192803.1199244428426,5126904.1107032876462,0,0,159150.99621571647003,0
271,9212113.9916358646005,5127643.2669144449756,0,0,159150.99621571647003,0
272,9231424.8633472863585,5128382.4231256023049,0,0,159150.99621571647003,0
273,9250735.7350587081164,5129121.5793367596343,0,0,159150.99621571647003,0
274,9270046.6067701298743,5129860.7355479169637,0,0,174385.19533373671584,0
275,9289357.4784815516323,5130599.8917590742931,0,0,200551.4624610086903,0
276,9308668.3501929733902,5131339.0479702316225,0,0,238396.57629071662086,0
277,9327979.2219043951482,5132078.2041813889518,0,0,273911.09257865778636,0
278,9347290.0936158169061,5132817.3603925462812,0,0,302588.473323427781,0
279,9366600.965327238664,5133556.5166037036106,0,0,313319.53715408447897,0
280,9385911.837038660422,5134295.67281486094,0,0,313319.53715408447897,0
281,9405222.7087500821799,5135034.8290260182694,0,0,294302.9442391046905,0
282,9382616.5601315051317,5135773.9852371755987,0,0,282066.0778534373967,0
283,9360010.4115129280835,5136513.1414483329281,0,0,246442.04129503463628,0
284,9379321.2832243498415,5137252.2976594902575,0,0,168125.57147640746552,0
285,9356715.1346057727933,5137991.4538706475869,0,0,137280.3905986060272,0
286,9334108.9859871957451,5138730.6100818049163,0,0,108908.93280446584686,0
287,9353419.857698617503,5139469.7662929622456,0,0,35631.0321782710962,0
288,9330813.7090800404549,5140208.922504119575,0,0,16723.105140859348467,0
289,9309496.8796639665961,5140948.0787152769044,0,0,14660.139333687398903,0
290,9296277.8819627519697,5141687.2349264342338,0,0,14660.139333687398903,0
291,9315588.7536741737276,5142426.3911375915632,0,0,0,0
292,9334899.6253855954856,5143165.5473487488925,0,0,0,0
293,9354210.4970970172435,5143904.7035599062219,0,0,0,0
294,9373521.3688084390014,5144643.8597710635513,0,0,0,0
295,9392832.2405198607594,5145383.0159822208807,0,0,0,0
296,9412143.1122312825173,5146122.1721933782101,0,0,4557.3624493158977202,0
297,9431453.9839427042753,5146861.3284045355394,0,13235.167085375229362,6871.4053695820948633,0
298,9450764.8556541260332,5147600.4846156928688,0,13235.167085375229362,27504.237954970874853,0
299,9470075.7273655477911,5148339.6408268501982,0,13235.167085375229362,69908.177004254306667,0
300,9489386.5990769695491,5149078.7970380075276,0,13235.167085375229362,126066.70524062588811,551.65105261504038481
301,9508697.470788391307,5149817.953249164857,0,13235.167085375229362,192103.34578206873266,1421.7037180153472491
302,9528008.3424998130649,5150557.1094603221864,0,31780.674419715229305,248364.58484991610749,3195.8312142496974957
303,9547319.2142112348229,5151296.2656714795157,0,31780.674419715229305,317252.78101152286399,4268.8257004180604781
304,9566630.0859226565808,5152035.4218826368451,0,31780.674419715229305,371986.66137788927881,4268.8257004180604781
305,9585940.9576340783387,5152774.5780937941745,0,31780.674419715229305,387909.01659999997355,4268.8257004180604781
306,9605251.8293455000967,5153513.7343049515039,0,31780.674419715229305,373906.14571379980771,4268.8257004180604781
307,9624562.7010569218546,5154252.8905161088333,0,31780.674419715229305,330753.67592970089754,4268.8257004180604781
308,9643873.5727683436126,5154992.0467272661626,0,31780.674419715229305,277728.75238285952946,4268.8257004180604781
309,9663184.4444797653705,5155731.202938423492,0,31780.674419715229305,224553.48504129273351,4268.8257004180604781
310,9682495.3161911871284,5156470.3591495808214,0,31780.674419715229305,172531.52433082650532,2127.7763746788859862
311,9701806.1879026088864,5157209.5153607381508,0,21415.135490000000573,125905.90986004604201,175.59459986790412245
312,9721117.0596140306443,5157948.6715718954802,0,21415.135490000000573,76377.037552630703431,0
313,9740427.9313254524022,5158687.8277830528095,0,0,61774.660621907794848,0
314,9759738.8030368741602,5159426.9839942101389,0,0,30012.844131358375307,0
315,9779049.6747482959181,5160166.1402053674683,0,0,10100.224786896054866,0
316,9798360.546459717676,5160905.2964165247977,0,0,0,0
317,9817671.418171139434,5161644.4526276821271,0,0,0,0
318,9836982.2898825611919,5162383.6088388394564,0,0,0,0
319,9856293.1615939829499,5163122.7650499967858,0,0,0,0
320,9875604.0333054047078,5163861.9212611541152,0,14314.902795112117019,938.39915363513500779,0
321,9894914.9050168264657,5164601.0774723114446,0,14314.902795112117019,30505.357084155810298,0
322,9914225.7767282482237,5165340.233683468774,1312.7284948028275267,14314.902795112117019,82436.133008219738258,0
323,9933536.6484396699816,5166079.3898946261033,1717.8090533533734288,14314.902795112117019,135103.94965628097998,1706.6766103660188492
