Date;imp_pmax_ES00277;imp_pmax_ES00813;imp_pmax_ES00817;imp_pmax_ES00818;imp_pmax_ES01092;imp_pmax_ES00742;imp_pmax_ES00859;imp_pmax_ES00981;imp_pmax_ES01126
06/09/2051 12:00;1166.6179588278187;80.20498466941255;291.6544897069547;291.6544897069547;291.6544897069547;188.69642009449467;670.9206047804255;188.69642009449467;1073.472967648681
06/09/2051 13:00;1349.6515634145364;92.78854498474938;337.4128908536341;337.4128908536341;337.4128908536341;218.30147261503652;776.183013742352;218.30147261503652;1241.8928219877635
06/09/2051 14:00;1281.0530005349565;88.07239378677826;320.2632501337391;320.2632501337391;320.2632501337391;207.20589231725862;736.7320615724751;207.20589231725862;1178.7712985159603
06/09/2051 15:00;1138.195520850108;78.25094205844493;284.548880212527;284.548880212527;284.548880212527;184.09918905054556;654.5748944019398;184.09918905054556;1047.3198310431037
06/09/2051 16:00;799.6425699910286;54.97542668688322;199.91064249775715;199.91064249775715;199.91064249775715;129.3394201338009;459.8734938090698;129.3394201338009;735.7975900945119
06/09/2051 17:00;130.909755663528;9.00004570186755;32.727438915882;32.727438915882;32.727438915882;21.17420022744441;75.28604525313568;21.17420022744441;120.4576724050171
06/09/2051 18:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 19:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 20:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 21:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 22:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
06/09/2051 23:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
07/09/2051 00:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
07/09/2051 01:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
07/09/2051 02:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
07/09/2051 03:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
07/09/2051 04:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
07/09/2051 05:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
07/09/2051 06:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
07/09/2051 07:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
07/09/2051 08:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
07/09/2051 09:00;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
07/09/2051 10:00;44.86260645569496;3.0843041938290288;11.21565161392374;11.21565161392374;11.21565161392374;7.256371436972895;25.800431775903625;7.256371436972895;41.28069084144581
