Timestep,a_0,a_1,b
14,-41.073604698991076134,-60.150062572899017255,28237206071.231994629
14,-36.920913565413677304,-31.40466664553234466,28391832956.305854797
14,-28.523009270332181586,-31.393209449632376362,28272534901.983184814
14,-31.72947056996759585,-31.190060908097940739,28398269991.127593994
14,-31.599831899696884108,-31.507494881209591853,28396617111.231624603
14,-29.041863570574442122,-31.217318301126571356,28356847987.246704102
14,-31.264121907863113847,-31.271064598749259034,28392571345.687198639
14,-31.250575609013331757,-31.269715030127354538,28392463336.925712585
14,-31.699449832783628267,-31.220767088624359786,28398088370.169242859
14,-31.364597279147485409,-31.254047911422357942,28397749045.029319763
14,-29.067296838795030567,-31.254047909539661276,28361338648.829856873
14,-30.218593569589575765,-31.25403698532205965,28380015875.997066498
15,-26.334775877363636454,0,24741470898.448165894
15,-57.455198892295470614,-52.370786761165796008,24884193749.627429962
15,-35.024147955203481786,-39.802038426722212705,24997236438.780448914
15,-34.808139239829273492,-0.3273306243324593523,24877901126.529914856
15,-41.37269982873659302,-33.941104070228909961,26873642573.954158783
15,-18.477111150523594318,-31.240194757473325637,26684722060.830165863
15,-32.717301759112480397,-31.240194757473325637,26940711869.195140839
15,-33.024231549820704856,-31.240194589847305906,27260596087.947208405
15,-25.713239115086015119,-31.55687540312282735,27149538422.513462067
15,-29.127442262271877382,-33.859328069644867298,27241131523.540088654
15,-33.969110203433416473,-32.503409652818696429,27319471569.508953094
15,-25.883583583628762881,-32.602828115665275277,27198930703.906150818
15,-31.279187462989600732,-31.22583169770957312,27275455951.944004059
15,-33.413142180079823618,-28.416348226828066714,27470196538.862846375
15,-25.681845799816329645,-31.290021257808515287,27354830079.084705353
15,-29.474206825416718658,-33.507229763768116015,27425098993.280052185
15,-35.088154877558650924,-33.057955862704631045,27575654642.588161469
15,-20.441399959108395024,-30.657035975664037153,27526788695.666610718
15,-29.750101362039735875,-30.657904343385080637,27629106772.425071716
15,-40.436144342512704952,-60.150062572898953306,27777369335.838912964
15,-36.920913565413677304,-31.40466664553234466,27919844924.718677521
15,-25.449215343287807656,-31.384069393764033151,27753761799.928466797
15,-31.72947056996759585,-31.190060908097940739,27920740236.528354645
15,-31.071428443776312633,-31.378440722517080275,27911277024.860378265
15,-31.146619963976942103,-31.220648587688895503,27912611987.933700562
15,-31.300531340123274759,-31.271064598749251928,27915201750.353370667
15,-30.940646321175748312,-31.275974578058189479,27910037400.94626236
15,-31.68674875166733429,-31.233758165000910623,27920402898.196800232
15,-31.364597279147485409,-31.254047911422357942,27919879275.816795349
15,-25.927718818782377497,-31.254047906969471882,27834680669.343280792
15,-29.291817148513967339,-31.25394284636379183,27888956879.602600098
16,-26.039734530986240912,0,24338518654.503082275
16,-57.272782699494030112,-51.823970648999178934,24478198633.416103363
16,-35.024147955203481786,-39.802038426722212705,24563543226.506626129
16,-34.808139239829273492,-0.3273306243324593523,24465470713.146938324
16,-41.37269982873659302,-33.941104070228909961,26444610468.711166382
16,-20.446062895953634353,-31.240194757473325637,26307379644.263324738
16,-32.717301759112480397,-31.240194757473325637,26501969757.84570694
16,-33.024231549820704856,-31.240194589847305906,26822136001.836421967
16,-25.725628396087511618,-31.989471924264769598,26713122174.380455017
16,-31.01572357922799128,-33.859328069644867298,26831112087.042098999
16,-33.969110203433416473,-32.503409652818696429,26882308443.275875092
16,-28.461175082087152077,-32.657048730652341817,26802453575.487697601
16,-34.199548416546640794,-29.742633693542753548,26869117451.353408813
16,-33.413142180079823618,-28.416348226828066714,27034070697.424655914
16,-25.922812211378087,-31.263572105665613066,26921333283.905052185
16,-27.383012209041105223,-36.103464156343619607,26962288218.0871315
16,-35.088154877558650924,-32.738147743683924773,27139699464.573322296
16,-23.058900324686664618,-30.657035975664037153,27152026249.006061554
16,-61.091467424658745244,-30.661971749291748068,27359581969.154563904
16,-39.59408143817635306,-60.300173991937299434,27354575568.87330246
16,-36.920913565413677304,-31.40466664553234466,27485456022.485172272
16,-25.697716476014143439,-31.373145752267390662,27322965152.103057861
16,-31.72947056996759585,-31.190060908097940739,27481214370.343803406
16,-26.709133632053763563,-31.405748404768157656,27402667087.535243988
16,-29.393596698726778271,-31.312646285558390247,27445981849.780315399
16,-31.203477499430810838,-31.282766115819747199,27473861842.20009613
16,-31.39954092379137407,-31.247725839202985298,27476803923.113769531
16,-31.682638336333830864,-31.297174232021284013,27480994787.326499939
16,-31.364597279147485409,-31.254047911422357942,27480021885.650596619
16,-26.013972748677108626,-31.254047889882905054,27395653657.352279663
16,-31.226695352384094662,-31.253918706551189644,27478012711.391345978
17,-26.039734530986216043,0,23910920202.506919861
17,-57.272782699494065639,-51.512609960399473152,24047321858.651500702
17,-35.024147955203481786,-39.802038426722212705,24104649452.633613586
17,-34.808139239829273492,-0.3273306243324593523,24024798966.346443176
17,-41.37269982873659302,-33.941104070228909961,25989463187.212364197
17,-23.348940872804984537,-31.240194757473325637,25912751136.580696106
17,-32.717301759112480397,-31.240194757473325637,26037590943.126903534
17,-33.024231549820704856,-31.240194589847305906,26357991666.081066132
17,-26.030258123762049394,-32.882005271567720683,26260555791.388896942
17,-32.893607573721595827,-33.859328069644867298,26396171096.600242615
17,-33.969110203433416473,-32.503409652818696429,26419466581.167259216
17,-26.879911705049917003,-32.810514991983374955,26316273996.437038422
17,-50.759914126353244512,-22.801683171141124973,26606468290.616596222
17,-33.413142180079823618,-28.416348226828066714,26572046256.340820312
17,-27.054437233348068048,-31.383248557774674481,26476681785.247703552
17,-24.150482020528301064,-40.193448915842076019,26468735610.045467377
17,-35.088154877558650924,-32.408971639107036822,26677859175.083152771
17,-26.929495867735408154,-30.657035975664037153,26761196779.454940796
17,-61.091467424658780772,-30.661971749291748068,26925159319.912181854
17,-39.471520216694408134,-60.469147757941748011,26908566559.380847931
17,-36.920913565413677304,-31.40466664553234466,27025052485.169849396
17,-26.826266503949796061,-31.35912305674259315,26880901143.094211578
17,-31.743049786904755649,-31.190060908097940739,27016455957.222808838
17,-27.103771513994850295,-31.371331378961524905,26943501845.557815552
17,-29.859230715295645098,-31.578044284618389526,26987835906.919700623
17,-30.867460314242674002,-31.26676434498719459,27003474553.146057129
17,-31.479853711693824181,-31.262072189493189001,27012754751.593971252
17,-31.375232174689362097,-31.842224805332634219,27013445755.346698761
17,-31.364597279147485409,-31.254047911422357942,27014808430.401237488
17,-27.090555247089923796,-31.254047772850331199,26947364362.243625641
17,-31.3962940884161128,-31.253680188234213233,27015284056.619354248
18,-25.586382883277313027,0,23439453805.187458038
18,-57.085299390225920035,-51.275720992109746987,23570097817.713474274
18,-35.02414795520347468,-39.802038426722212705,23601782624.550605774
18,-34.808139239829273492,-0.3273306243324593523,23539560215.109153748
18,-41.37269982873660723,-33.941104070228909961,25489562231.512077332
18,-26.311650660162552384,-31.240194757473325637,25467264776.916072845
18,-32.717301759112480397,-31.240194757473325637,25529675374.687919617
18,-33.024231549820704856,-31.240194589847305906,25850246847.914859772
18,-26.959859609289207327,-33.861330609924067403,25779584700.012756348
18,-34.916602678781231361,-33.859328069644867298,25921176346.781066895
18,-33.969110203433416473,-32.503409652818696429,25912814266.739059448
18,-28.568424649553165295,-32.988484779278465453,25839723257.391601562
18,-51.564186258538036611,-22.801683171141124973,26132882024.705097198
18,-33.547071426548285444,-28.416348226828066714,26068393711.050395966
18,-28.828164119905611784,-31.572480507738305278,25997767805.938388824
18,-22.459803218294265292,-42.312440565507579038,25968142634.306056976
18,-35.088154877558650924,-31.797072085973464795,26171805519.423122406
18,-28.589747553077366149,-30.657035975664037153,26287167453.567699432
18,-60.923998152771872583,-30.661971749291748068,26444117793.632263184
18,-38.920045633122605011,-61.235394903180711879,26416766597.396476746
18,-36.920913565413677304,-31.40466664553234466,26520371639.95873642
18,-28.724043960841257217,-31.347347329478864708,26406107247.949073792
18,-31.743049786904755649,-31.190060908097940739,26508172929.126205444
18,-28.842517188800353978,-31.537360676881256438,26462381600.484771729
18,-31.467209486379420724,-31.582250952540181999,26504093866.31344986
18,-29.995069473200295818,-31.417472816613660314,26481124277.737545013
18,-31.702026746970343396,-31.255600026890647314,26507647511.15870285
18,-31.250285252581328166,-32.063763603267496194,26503985900.693244934
18,-31.364597279147485409,-31.254047911422357942,26506345193.442317963
18,-28.81936176614008005,-31.254047066955170209,26466031767.357967377
18,-31.417905549281087474,-31.253429467878643067,26507139008.172267914
19,-25.179381622292410725,0,22892502770.69285965
19,-56.001395870931894194,-50.72078886169379075,23008287593.553119659
19,-35.024147955203453364,-39.802038426722198494,23016592918.169067383
19,-34.808139239829294809,-0.32733062433245929679,22971553857.897357941
19,-41.372699828736642758,-33.941104070228909961,24906852099.263080597
19,-28.056809829658938327,-31.240194757473325637,24917262091.052822113
19,-41.869682594965986766,-31.240194757473325637,24977809505.769115448
19,-33.024231549820704856,-31.240194589847305906,25260223957.799797058
19,-28.830478575390753093,-33.861330609924067403,25229387893.486865997
19,-34.916602678781245572,-33.859328069644867298,25333271294.196208954
19,-33.969110203433409367,-32.503409652818696429,25323793574.388687134
19,-25.986231471729364984,-33.615872054207301289,25225399017.210483551
19,-51.564186258538036611,-22.801683171141124973,25564518680.513305664
19,-33.994821981910625652,-28.416348226828066714,25487491629.357364655
19,-28.778440175465675566,-34.104328353304822485,25407729300.957305908
19,-22.459803218294265292,-42.312440565507564827,25419465127.835105896
19,-35.088154877558650924,-31.797072085973464795,25583355425.920074463
19,-28.589747553077383913,-30.657035975664037153,25707673232.345436096
19,-60.650629086240634535,-30.661971749291748068,25879466486.166675568
19,-38.778761318141647507,-61.434172131423927965,25844140795.297683716
19,-36.920913565413677304,-31.40466664553234466,25933188428.038852692
19,-28.083640920111974992,-31.321720435478141553,25811469030.109939575
19,-31.743049786904755649,-31.190060908097940739,25917878966.093990326
19,-28.371950032729262858,-32.107798360359218748,25864165592.774303436
19,-31.743041592565671039,-32.156017211461481509,25918029688.206344604
19,-30.872469770521163923,-31.770687671294883359,25904656194.82239151
19,-31.620380207565425223,-31.999067655273055522,25916359446.422389984
19,-31.250553858425060838,-32.063763603267510405,25913876967.46333313
19,-31.364597279147485409,-31.254047911422357942,25915954801.414642334
19,-28.331940648535834271,-31.254036659779174556,25867379507.352516174
19,-31.417905549281087474,-31.253429467878643067,25916758152.11290741
20,-24.713574740885839276,0,22316346096.609859467
20,-51.123569850028708572,-47.665748523095984979,22398083820.857475281
20,-34.872461776176933768,-39.609060330666977734,22397146177.04082489
20,-40.014258180552339184,-0.49614644232978644123,22393554747.357662201
20,-41.372699828736656968,-33.941104070228909961,24288955581.439533234
20,-30.849144091329669948,-31.240194757473325637,24341238237.812263489
20,-279.36701228705726407,-31.240194757473325637,24515799227.536346436
20,-33.024231549820704856,-31.240194589847305906,24637701591.550746918
20,-34.694874651311181424,-33.861330609924067403,24700848736.392131805
20,-34.916602678781259783,-33.859328069644860193,24712079906.409305573
20,-33.969110203433402262,-32.503409652818696429,24701886428.702442169
20,-27.925562768281128712,-33.624659683547172051,24648920606.829998016
20,-51.564186258538036611,-22.801683171141124973,24958286858.696769714
20,-35.281176235468088009,-28.416348226828066714,24886840722.002346039
20,-33.769524721361221964,-34.623411895759950596,24865292256.919986725
20,-22.459803218294265292,-42.201055345003616992,24840326855.915504456
20,-35.088154877558636713,-31.797072085973447031,24961657240.51682663
20,-32.991561294690107786,-30.657035975664037153,25155558397.352283478
20,-58.428226471004201414,-30.661971749291748068,25271024011.078292847
20,-38.031676064853947139,-61.684461502420340651,25232896918.036716461
20,-36.920913565413677304,-31.40466664553234466,25312180823.961040497
20,-28.398740301885570858,-31.291573640075299068,25201826699.694561005
20,-31.743049786904755649,-31.190060908097940739,25295460961.283782959
20,-30.187724161534291056,-31.564929154350462426,25270702019.047893524
20,-31.743007230662783513,-32.635462147495182705,25295645078.115898132
20,-30.948002275102478364,-32.19317918089669206,25283480847.268356323
20,-31.450872024540739602,-35.916350450562298136,25292666362.846324921
20,-31.250830044043052425,-32.063763603267524616,25291751082.761375427
20,-31.364597279147485409,-31.254047911422357942,25293548567.406646729
20,-30.086357278959827255,-31.253896301359489485,25273101247.679203033
20,-31.417905549281091027,-31.253429467878635961,25294346178.073070526
21,-23.686094803857461244,0,21646271655.732933044
21,-1118.2434526934059704,-1365.3749530923264501,21925179709.202903748
21,-183.32064477268829705,-483.11434771190261017,21900302595.823684692
21,-1103.5542265598751328,-32.812798316359895523,23496915424.021617889
21,-41.372699828736671179,-33.941104070228924172,23563405088.634128571
21,-34.628004990726225287,-31.240194757473325637,23676633680.107551575
21,-306.61125606327186688,-31.240194757473325637,24053360861.608566284
21,-33.024231549820704856,-31.240194589847305906,23913933287.263961792
21,-36.373814496262482976,-33.861330609924067403,24001797767.154708862
21,-34.514613211889887623,-33.858775644740234156,23982725397.543258667
21,-33.513335576304029928,-32.246036669478726822,23971513320.354286194
21,-28.865844696998312457,-33.624659683547172051,23953568933.835887909
21,-51.564186258538036611,-22.801683171141124973,24239451887.2420578
21,-37.567003415319575765,-28.416348226828066714,24198308711.734584808
21,-30.578552252605796014,-312.20109548969770685,24094468045.518814087
21,-22.45980321829426174,-42.201055345003602781,24165578451.170654297
21,-34.804258186916186446,-31.952070646300946066,24235922263.917503357
21,-37.455338690510274091,-30.657035975664037153,24500268973.549564362
21,-52.933546592318890589,-30.661971749291723199,24540604478.091701508
21,-37.672302863929409966,-316.43190583665813165,24588211641.745437622
21,-36.920913565413677304,-31.40466664553234466,24587095628.43347168
21,-26.094446545687720374,-31.247328541288887038,24464573718.078151703
21,-31.743049786904755649,-31.190060908097940739,24572711180.861183167
21,-29.461631745646986502,-308.94876649848805528,24538564954.95293808
21,-31.640271939826096315,-309.65384675736299869,24572905179.624893188
21,-30.856229993987877691,-38.954251509657105146,24563979087.449623108
21,-31.513607789034132622,-38.823317424378039675,24573279554.09828949
21,-31.242499176572131603,-31.849464835127314188,24569316132.56842041
21,-31.364597279147485409,-31.254047911422357942,24571075455.357116699
21,-28.880955912660137841,-31.249093393603150304,24532598130.239994049
21,-31.662193898294926697,-31.250810562885977362,24574440293.44638443
22,-22.677143924404330022,0,21044913877.642692566
22,-390.66635247789758978,-377.18980530115982219,21741668369.251041412
22,-295.73664261024066491,-379.02548682132771773,21703755606.142929077
22,-595.1858966490108287,-31.945737879360191158,23410659780.969020844
22,-35.407311010869612744,-31.581966048493445243,22895391033.255050659
22,-40.880576040354227985,-31.240194757473325637,23121583722.675140381
22,-320.94909914345919333,-31.240194757473325637,23687736185.11738205
22,-33.024231549820704856,-31.240194589847305906,23263678402.973136902
22,-36.373814496262482976,-33.861330609924067403,23351546309.026538849
22,-34.359346928667754639,-33.858562273573170387,23330610101.499328613
22,-32.378953088911323732,-31.605458217651019481,23306362933.022403717
22,-31.232231903771204173,-33.624659683547172051,23341994392.280189514
22,-51.564186258538036611,-22.801683171141124973,23596276445.134529114
22,-37.567003415319575765,-28.416348226828066714,23549202431.062400818
22,-31.543559449377514881,-40.346187705054738615,23458059231.58429718
22,-22.459803218294243976,-34.813209641681602591,23552709228.154117584
22,-295.22982800625862865,-34.015915046430308166,24143765647.885601044
22,-37.455338690510274091,-30.657035975664037153,23849836096.681213379
22,-296.27496565630639225,-30.73956976104844685,24368366815.30160141
22,-37.672302863929409966,-42.124349460930496036,23940387126.432857513
22,-36.920913565413677304,-31.40466664553234466,23936344862.857582092
22,-27.735362623314383512,-31.247328541288887038,23854640964.977611542
22,-31.743049786904755649,-31.190060908097940739,23923145207.307605743
22,-29.515760977211542126,-33.920764024255085189,23889445947.671714783
22,-31.269311472885789271,-41.296601243950476601,23920697538.862503052
22,-31.327967926664388898,-31.939422777120228147,23921270418.590827942
22,-31.856327534947492808,-33.350338822049153009,23926422769.371067047
22,-30.798403409319476509,-31.259390655517407254,23913534030.935565948
22,-31.364597279147478304,-31.254047911422350836,23921692462.138607025
22,-31.262903374105874832,-31.247307038862462747,23920458946.850460052
22,-32.158366480111546082,-31.245973552616209901,23928927555.04838562
23,-21.860672735117418597,0,20421696863.793003082
23,-316.23119322113490171,-311.80155258579424071,20847566792.552154541
23,-38.414641594668054836,-309.13349398829132042,20580211853.905544281
23,-333.94106044481691242,-31.945737879360191158,22504061599.110389709
23,-32.668085201651656746,-30.436244464359937467,22207981667.81703186
23,-40.880576040354192457,-31.240194757473325637,22443248978.203063965
23,-318.14210450644736738,-31.240194757473318532,22888262247.233951569
23,-33.024231549820690645,-31.240194589847305906,22586965790.45349884
23,-36.373814496262482976,-33.861330609924067403,22674459366.019371033
23,-33.969375273668120485,-33.858026363873875653,22649151097.096347809
23,-31.567361019271221068,-31.147157426459635587,22619105676.753116608
23,-31.232231903771204173,-33.624659683547172051,22667249806.657539368
23,-51.564186258538036611,-22.801683171141124973,22923461968.528747559
23,-37.567003415319575765,-28.416348226828066714,22872738143.83808136
23,-33.181274198345768411,-306.48635308568901792,22816130461.152446747
23,-22.720667895912278311,-34.090768863823868173,22918618228.57711792
23,-320.9008505266699558,-33.17696906655947231,23297926803.159114838
23,-37.455338690510274091,-30.657035975664037153,23172220111.202926636
23,-38.295597337493099133,-30.657709233562862039,23176023150.389400482
23,-37.672302863929402861,-33.668066372118289564,23262150956.979496002
23,-36.920913565413663093,-31.40466664553234466,23258548705.422668457
23,-28.937116698091607248,-31.247328541288887038,23207253687.235111237
23,-31.743049786904755649,-31.190060908097937187,23247245685.130588531
23,-31.237727456150352623,-305.0495312759988451,23246424972.887096405
23,-31.240302960615824901,-33.717853248217934947,23244928294.118110657
23,-31.345402129688320514,-31.252151928925947288,23245611181.753513336
23,-32.204859049622058365,-31.500074538410476777,23252128322.113723755
23,-31.278588264055574797,-31.259759315948635106,23245014936.825012207
23,-31.341256674412051098,-31.247213838450466739,23245762324.485313416
23,-31.250660670933044116,-31.247321601426829574,23244668521.073993683
23,-32.715486802179349013,-31.245127903183746554,23256081089.619815826
24,-21.600134811013173675,0,19858328358.66917038
24,-37.033307772192870289,-32.204283946495550595,19941389534.334438324
24,-30.548144756092156626,-30.194316852545743046,19947480778.790904999
24,-63.673454258249130078,-31.945737879360191158,21624864146.914394379
24,-31.22015818035904644,-30.365752276376227314,21589811367.944282532
24,-49.819557906533880498,-31.240194757473325637,21969527222.973026276
24,-43.218061710777426754,-31.240194757473318532,21991152768.903713226
24,-32.0772719659971699,-31.240194574275626849,21969566971.845802307
24,-36.373814496262482976,-33.861330609924067403,22062914227.289405823
24,-33.754168742495295419,-33.857730621180969877,22034490463.45167923
24,-30.452867091480683825,-30.517809915571710633,21992061826.243968964
24,-31.232231903771204173,-33.624659683547172051,22056127461.099121094
24,-51.564186258538036611,-22.801683171141124973,22318395350.590373993
24,-37.567003415319575765,-28.41634822682807382,22261350970.380180359
24,-31.063513717703123973,-32.56894119050011227,22167691257.568649292
24,-23.867494884281057921,-31.665744647585150062,22353250316.436820984
24,-45.405111411815184397,-31.659498619543775533,22401469298.090705872
24,-37.455338690510274091,-30.657035975664037153,22559969390.762859344
24,-37.455337209399061749,-30.657709233562862039,22560896323.575019836
24,-37.046459802577153653,-31.218124723075106886,22646731112.687110901
24,-33.55873572210433764,-36.400333044655496906,22623472667.633213043
24,-31.237628224910267249,-31.247328541288887038,22632120913.345798492
24,-35.886495109048681229,-30.720580924064503137,22643254917.749946594
24,-31.23824015089076056,-31.248014086561099134,22632126553.052818298
24,-31.263813330562442161,-31.247282049890934275,22632336005.234020233
24,-31.434137501625045275,-31.246896058000761087,22633954902.078525543
24,-35.945137063830308932,-31.23933274562226714,22654349040.963832855
24,-31.478091348071014721,-31.246959698257256832,22634583674.434005737
24,-31.361394613920200669,-31.247215691580066732,22633577347.497776031
24,-31.317598611738112879,-31.247285956539077034,22633122769.39018631
24,-31.961901741127462628,-31.246480106614765049,22638595976.35294342
25,-21.600134811013184333,0,19465876993.733943939
25,-34.963938349153806939,-28.225374602909731436,19511772053.958721161
25,-28.662371967155333863,-28.275963991562708344,19516737825.676971436
25,-63.063502038853613385,-31.945737879360191158,21225740671.257629395
25,-31.209107571528207359,-30.365203973316905461,21159560377.966518402
25,-49.819557906533880498,-31.240194757473325637,21556637927.236240387
25,-43.218061710777426754,-31.240194757473318532,21571613116.10773468
25,-32.0772719659971699,-31.240194574275644612,21539713543.218204498
25,-36.373814496262482976,-33.861330609924067403,21638577454.74098587
25,-33.754168742495316735,-33.857730621180976982,21607770476.654380798
25,-30.161132813719746082,-30.353069456273281901,21559285436.013237
25,-31.232231903771204173,-33.624659683547172051,21627297464.781200409
25,-51.564186258538043717,-22.801683171141124973,21909955157.871238708
25,-37.567003415319575765,-28.416348226828091583,21837171675.901054382
25,-26.697505561087062631,-33.83962255414544984,21669202641.527961731
25,-23.867494884281033052,-31.665744647585150062,21943694409.800426483
25,-39.729494407916590148,-31.659498619543775533,21977077971.292346954
25,-37.455338690510274091,-30.657035975664037153,22135057674.135608673
25,-37.455337209399061749,-30.657709233562862039,22135984428.184017181
25,-37.046459802577153653,-31.207607666206151009,22221284005.341434479
25,-32.452523459743126466,-38.047325856063970662,22189588527.046836853
25,-31.237628224910267249,-31.247328541288887038,22201649192.961826324
25,-35.886495109048681229,-30.720580924064503137,22216860608.732051849
25,-32.165172019551818039,-32.286462821326338712,22206302539.337276459
25,-31.414810168380920885,-31.247013956488121522,22202884153.814811707
25,-31.43413750162505238,-31.246896058000746876,22203621358.113754272
25,-35.945137063830308932,-31.238274150427226772,22227871326.864253998
25,-31.484687808844388002,-31.246949580038034355,22204349502.704650879
25,-31.346449984232421571,-31.247247947524552814,22203015465.215396881
25,-31.323012469412557124,-31.24728448433798178,22202767835.711566925
25,-31.936264542354919627,-31.246532922407180166,22208470735.126976013
26,-21.288464461925901361,0,19054668262.139530182
26,-585.9218284289594294,-37.731689454088105151,19205817032.446781158
26,-494.39885134975457959,-345.72190136867408228,19813585172.496059418
26,-63.0087214954168644,-31.945737879360173395,20809656923.083530426
26,-31.185168541820242893,-30.364014133458415046,20712240524.292751312
26,-49.819557906533894709,-31.240194757473325637,21126386515.820327759
26,-43.21806171077744807,-31.240194757473318532,21134545261.569511414
26,-32.0772719659971699,-31.240194574275669481,21092728565.552959442
26,-36.373814496262482976,-33.861330609924067403,21196514981.655261993
26,-33.597021804270944756,-33.85751466556642697,21161335035.051094055
26,-29.909278132200242339,-30.210848746974303225,21110530699.432315826
26,-31.232231903771204173,-33.624659683547172051,21181359821.153327942
26,-51.564186258538072138,-22.801683171141124973,21484155102.026988983
26,-37.567003415319582871,-28.416348226828109347,21395452301.786891937
26,-27.749435404590172993,-129.72308600883252439,21263800930.864803314
26,-24.427322806257414811,-31.665744647585167826,21523565064.958282471
26,-1051.0658349723057654,-30.465534781097730388,21919310888.706165314
26,-37.455338690510295407,-30.657035975664044258,21692583740.023906708
26,-37.455337209399061749,-30.657709233562862039,21693510304.732849121
26,-37.046459802577153653,-31.207607666206151009,21778271670.725540161
26,-32.110441536068748292,-38.556637213725011293,21744556592.869819641
26,-31.237628224910267249,-31.247328541288887038,21754144918.842506409
26,-35.886495109048674124,-30.720580924064496031,21772919212.589828491
26,-35.282437669902940058,-40.408241311806932572,21776898342.17950058
26,-36.83121054160994845,-31.233051024960218456,21785560984.774635315
26,-31.439513022219365723,-31.246884227399849721,21756283821.976680756
26,-35.945137063830308932,-31.237936845961886689,21783832523.494819641
26,-31.491467504639246044,-31.246939180757202337,21757063650.937156677
26,-31.328872102970979796,-31.24728537379937876,21755356252.18819809
26,-31.311934689064788273,-31.247305982424776971,21755168328.700668335
26,-31.909915296190259681,-31.246589422117018842,21761186891.609603882
27,-21.055405304577675452,0,18482266177.815059662
27,-1121.9205661861235512,-826.75620728193223385,19384428327.675601959
27,-839.85585344354592507,-598.0377464550527975,20786585745.262905121
27,-61.901222740413459178,-31.610841272584305983,20198715040.463848114
27,-30.286464010060530683,-30.32753388788361093,20089672679.975616455
27,-49.819557906533923131,-31.240194757473325637,20511803012.208538055
27,-41.312624344618086525,-31.240194757473318532,20510017827.833702087
27,-31.820734399924369029,-31.240194569186833462,20471539997.147167206
27,-36.373814496262482976,-33.861330609924067403,20578562828.550327301
27,-32.633878487093610943,-33.856191087714393007,20528599121.817047119
27,-29.909278132200231681,-30.210848746974303225,20496587637.26266861
27,-31.232231903771204173,-33.624659683547172051,20563920367.609352112
27,-50.395171646592935133,-22.801683171141124973,20868425348.555271149
27,-36.833965230675353553,-28.73718623001020589,20768873641.908153534
27,-25.33876345428611998,-316.17290711934208502,20753490226.098571777
27,-27.079204940473761809,-30.636017769265542654,20962121994.557388306
27,-586.08122747881577652,-30.451013893780896069,21840359657.541282654
27,-36.028697280560514571,-30.657571713476226449,21066157226.747554779
27,-309.94380409784099584,-30.683975593287232897,21629610922.805221558
27,-37.046459802577167864,-31.207607666206151009,21159209660.769565582
27,-31.878326574742011701,-38.90222339617201186,21127817112.178665161
27,-31.237628224910267249,-31.247328541288887038,21135286110.00787735
27,-36.269916590253316713,-30.360214930914107612,21147715734.793617249
27,-37.927237695225315406,-309.32090773494223868,21165942552.225597382
27,-35.4151383377556499,-31.235607846284963784,21158383783.486034393
27,-33.154652602718982735,-31.243109498706001403,21148899884.356140137
27,-34.639032149192480858,-31.240707862213046297,21157090611.138374329
27,-31.405871623412561888,-31.247147879433665452,21137212644.158866882
27,-31.325113541105363169,-31.247321995122046445,21136391686.396568298
27,-31.342463485488273989,-31.24731475701427641,21136607762.962799072
27,-31.698851456794926662,-31.247122599153986044,21140144616.492744446
28,-20.411505428910025728,0,17870177726.981578827
28,-1022.2406027196345804,-748.35610188777752683,18325897571.966396332
28,-330.70475935460603978,-57.911330745878565551,19659635850.395336151
28,-57.424210379230935075,-31.162091323964205003,19529744083.995418549
28,-29.745350857310445036,-30.310893228071797978,19433030149.490516663
28,-49.253094907899452437,-31.240194757473325637,19850684956.710395813
28,-37.592999432971936358,-31.240194757473318532,19836887673.129512787
28,-31.340482416791545006,-31.240194553521426712,19810347941.928565979
28,-36.373814496262482976,-33.861330609924067403,19920566096.0366745
28,-31.483841495819454792,-33.853547552554744016,19852982493.115169525
28,-29.909278132200224576,-30.210848746974303225,19844226899.460948944
28,-31.232231903771204173,-33.62465968354715784,19908071836.053096771
28,-48.726606813327052237,-22.801683171141124973,20205874611.190010071
28,-33.892221954662183236,-30.205382012405124215,20076720163.56570816
28,-28.410173925498884984,-41.949092677692583209,20161892212.072200775
28,-32.074195969868704026,-30.412282308911013473,20383279186.981201172
28,-607.52290838647854798,-31.382572194314203529,20609601579.864151001
28,-34.361276162475157037,-30.65545641451277703,20400574771.994174957
28,-329.49611726570230985,-31.247471106346889513,20649604519.104034424
28,-37.046459802577196285,-31.207607666206151009,20499866197.351078033
28,-31.878326574742011701,-38.902223396171997649,20475162592.323993683
28,-31.237628224910267249,-31.247328541288887038,20478033521.380321503
28,-39.361343218976848846,-26.075430145780629232,20426492955.976730347
28,-33.690942199071592711,-39.482579998334578875,20490860875.143936157
28,-34.311098590892505911,-31.239669732583458028,20494121935.768604279
28,-38.276989184104280639,-31.233916352025271834,20506316001.566890717
28,-32.713165456065858905,-31.244001237553607808,20488004875.361774445
28,-31.427404899797807047,-31.247326809197087272,20479959142.606868744
28,-31.685809346396190733,-31.247218118505593054,20482054180.615036011
28,-31.329646982828819546,-31.247324283929668098,20479081678.943164825
28,-32.095094577051213491,-31.247268496996714049,20485167073.384399414
29,-20.154086718705386261,0,17273156413.289512634
29,-340.38302107219857362,-332.79105800285617534,17944989322.68201828
29,-51.574229097485265072,-47.837834113298420391,18862657621.470581055
29,-57.252463557187951437,-31.129091346617112634,18874654687.149536133
29,-29.745350857310445036,-30.310893228071797978,18788621983.1820755
29,-47.850847653892508049,-31.240194757473325637,19191063289.525314331
29,-32.068204880689989977,-31.240194757473318532,19163697520.057880402
29,-31.25227363328867014,-31.240194528799996476,19159257753.137828827
