Countries;Continent;NodeSusceptance;NodeConductance;NodeMinVoltage;NodeMaxVoltage
ES00964;Continent;0.0;0.0;198.0;242.00000000000003
ES00965;Continent;0.0;0.0;360.0;440.00000000000006
ES00966;Continent;0.0;0.0;198.0;242.00000000000003
ES00967;Continent;0.0;0.0;198.0;242.00000000000003
ES00968;Continent;0.0;0.0;198.0;242.00000000000003
ES00969;Continent;0.0;0.0;198.0;242.00000000000003
ES00970;Continent;0.0;0.0;198.0;242.00000000000003
ES00971;Continent;0.0;0.0;198.0;242.00000000000003
ES00972;Continent;0.0;0.0;198.0;242.00000000000003
ES00973;Continent;0.0;0.0;198.0;242.00000000000003
ES00974;Continent;0.0;0.0;198.0;242.00000000000003
ES00975;Continent;0.0;0.0;198.0;242.00000000000003
ES00976;Continent;0.0;0.0;198.0;242.00000000000003
ES00977;Continent;0.0;0.0;198.0;242.00000000000003
ES00978;Continent;0.0;0.0;198.0;242.00000000000003
ES00979;Continent;0.0;0.0;198.0;242.00000000000003
ES00980;Continent;0.0;0.0;198.0;242.00000000000003
ES00981;Continent;0.0;0.0;202.5;247.50000000000003
ES00982;Continent;0.0;0.0;198.0;242.00000000000003
ES00983;Continent;0.0;0.0;198.0;242.00000000000003
ES00984;Continent;0.0;0.0;360.0;440.00000000000006
ES00985;Continent;0.0;0.0;198.0;242.00000000000003
ES00986;Continent;0.0;0.0;360.0;440.00000000000006
ES00987;Continent;0.0;0.0;198.0;242.00000000000003
ES00988;Continent;0.0;0.0;360.0;440.00000000000006
ES00989;Continent;0.0;0.0;198.0;242.00000000000003
ES00991;Continent;0.0;0.0;360.0;440.00000000000006
ES00994;Continent;0.0;0.0;198.0;242.00000000000003
ES00995;Continent;0.0;0.0;360.0;440.00000000000006
ES00996;Continent;0.0;0.0;360.0;440.00000000000006
ES00997;Continent;0.0;0.0;198.0;242.00000000000003
ES00998;Continent;0.0;0.0;198.0;242.00000000000003
ES00999;Continent;0.0;0.0;198.0;242.00000000000003
ES01000;Continent;0.0;0.0;198.0;242.00000000000003
ES01001;Continent;0.0;0.0;198.0;242.00000000000003
ES01002;Continent;0.0;0.0;198.0;242.00000000000003
ES01003;Continent;0.0;0.0;360.0;440.00000000000006
ES01004;Continent;0.0;0.0;360.0;440.00000000000006
ES01005;Continent;0.0;0.0;198.0;242.00000000000003
ES01006;Continent;0.0;0.0;198.0;242.00000000000003
ES01007;Continent;0.0;0.0;360.0;440.00000000000006
ES01008;Continent;0.0;0.0;198.0;242.00000000000003
ES01009;Continent;0.0;0.0;198.0;242.00000000000003
ES01010;Continent;0.0;0.0;198.0;242.00000000000003
ES01011;Continent;0.0;0.0;198.0;242.00000000000003
ES01012;Continent;0.0;0.0;360.0;440.00000000000006
ES01013;Continent;0.0;0.0;198.0;242.00000000000003
ES01014;Continent;0.0;0.0;198.0;242.00000000000003
ES01015;Continent;0.0;0.0;198.0;242.00000000000003
ES01016;Continent;0.0;0.0;198.0;242.00000000000003
ES01017;Continent;0.0;0.0;198.0;242.00000000000003
ES01018;Continent;0.0;0.0;198.0;242.00000000000003
ES01019;Continent;0.0;0.0;198.0;242.00000000000003
ES01020;Continent;0.0;0.0;198.0;242.00000000000003
ES01021;Continent;0.0;0.0;360.0;440.00000000000006
ES01022;Continent;0.0;0.0;198.0;242.00000000000003
ES01023;Continent;0.0;0.0;198.0;242.00000000000003
ES01024;Continent;0.0;0.0;360.0;440.00000000000006
ES01025;Continent;0.0;0.0;360.0;440.00000000000006
ES01026;Continent;0.0;0.0;360.0;440.00000000000006
ES01027;Continent;0.0;0.0;198.0;242.00000000000003
ES01028;Continent;0.0;0.0;198.0;242.00000000000003
ES01029;Continent;0.0;0.0;198.0;242.00000000000003
ES01030;Continent;0.0;0.0;198.0;242.00000000000003
ES01031;Continent;0.0;0.0;198.0;242.00000000000003
ES01032;Continent;0.0;0.0;198.0;242.00000000000003
ES01033;Continent;0.0;0.0;198.0;242.00000000000003
ES01034;Continent;0.0;0.0;198.0;242.00000000000003
ES01035;Continent;0.0;0.0;198.0;242.00000000000003
ES01036;Continent;0.0;0.0;198.0;242.00000000000003
ES01037;Continent;0.0;0.0;198.0;242.00000000000003
ES01038;Continent;0.0;0.0;198.0;242.00000000000003
ES01039;Continent;0.0;0.0;198.0;242.00000000000003
ES01040;Continent;0.0;0.0;198.0;242.00000000000003
ES01041;Continent;0.0;0.0;198.0;242.00000000000003
ES01042;Continent;0.0;0.0;198.0;242.00000000000003
ES01043;Continent;0.0;0.0;198.0;242.00000000000003
ES01044;Continent;0.0;0.0;360.0;440.00000000000006
ES01045;Continent;0.0;0.0;198.0;242.00000000000003
ES01046;Continent;0.0;0.0;198.0;242.00000000000003
ES01047;Continent;0.0;0.0;198.0;242.00000000000003
ES01048;Continent;0.0;0.0;360.0;440.00000000000006
ES01049;Continent;0.0;0.0;198.0;242.00000000000003
ES01050;Continent;0.0;0.0;198.0;242.00000000000003
ES01051;Continent;0.0;0.0;198.0;242.00000000000003
ES01052;Continent;0.0;0.0;198.0;242.00000000000003
ES01053;Continent;0.0;0.0;198.0;242.00000000000003
ES01054;Continent;0.0;0.0;198.0;242.00000000000003
ES01055;Continent;0.0;0.0;198.0;242.00000000000003
ES01056;Continent;0.0;0.0;198.0;242.00000000000003
ES01057;Continent;0.0;0.0;198.0;242.00000000000003
ES01058;Continent;0.0;0.0;198.0;242.00000000000003
ES01059;Continent;0.0;0.0;198.0;242.00000000000003
ES01060;Continent;0.0;0.0;198.0;242.00000000000003
ES01061;Continent;0.0;0.0;198.0;242.00000000000003
ES01062;Continent;0.0;0.0;198.0;242.00000000000003
ES01063;Continent;0.0;0.0;198.0;242.00000000000003
ES01064;Continent;0.0;0.0;198.0;242.00000000000003
ES01065;Continent;0.0;0.0;198.0;242.00000000000003
ES01066;Continent;0.0;0.0;198.0;242.00000000000003
ES01067;Continent;0.0;0.0;198.0;242.00000000000003
ES01068;Continent;0.0;0.0;198.0;242.00000000000003
ES01069;Continent;0.0;0.0;202.5;247.50000000000003
ES01070;Continent;0.0;0.0;198.0;242.00000000000003
ES01071;Continent;0.0;0.0;198.0;242.00000000000003
ES01073;Continent;0.0;0.0;198.0;242.00000000000003
ES01074;Continent;0.0;0.0;198.0;242.00000000000003
ES01075;Continent;0.0;0.0;360.0;440.00000000000006
ES01076;Continent;0.0;0.0;360.0;440.00000000000006
ES01077;Continent;0.0;0.0;198.0;242.00000000000003
ES01078;Continent;0.0;0.0;198.0;242.00000000000003
ES01079;Continent;0.0;0.0;360.0;440.00000000000006
ES01080;Continent;0.0;0.0;198.0;242.00000000000003
ES01081;Continent;0.0;0.0;118.8;145.20000000000002
ES01082;Continent;0.0;0.0;198.0;242.00000000000003
ES01083;Continent;0.0;0.0;360.0;440.00000000000006
ES01084;Continent;0.0;0.0;360.0;440.00000000000006
ES01085;Continent;0.0;0.0;198.0;242.00000000000003
ES01086;Continent;0.0;0.0;198.0;242.00000000000003
ES01088;Continent;0.0;0.0;198.0;242.00000000000003
ES01089;Continent;0.0;0.0;198.0;242.00000000000003
ES01090;Continent;0.0;0.0;198.0;242.00000000000003
ES01091;Continent;0.0;0.0;198.0;242.00000000000003
ES01092;Continent;0.0;0.0;360.0;440.00000000000006
ES01093;Continent;0.0;0.0;198.0;242.00000000000003
ES01094;Continent;0.0;0.0;360.0;440.00000000000006
ES01095;Continent;0.0;0.0;198.0;242.00000000000003
ES01096;Continent;0.0;0.0;198.0;242.00000000000003
ES01097;Continent;0.0;0.0;198.0;242.00000000000003
ES01100;Continent;0.0;0.0;360.0;440.00000000000006
ES01101;Continent;0.0;0.0;198.0;242.00000000000003
ES01102;Continent;0.0;0.0;198.0;242.00000000000003
ES01103;Continent;0.0;0.0;198.0;242.00000000000003
ES01104;Continent;0.0;0.0;198.0;242.00000000000003
ES01105;Continent;0.0;0.0;198.0;242.00000000000003
ES01106;Continent;0.0;0.0;198.0;242.00000000000003
ES01107;Continent;0.0;0.0;198.0;242.00000000000003
ES01108;Continent;0.0;0.0;360.0;440.00000000000006
ES01109;Continent;0.0;0.0;198.0;242.00000000000003
ES01110;Continent;0.0;0.0;198.0;242.00000000000003
ES01111;Continent;0.0;0.0;360.0;440.00000000000006
ES01112;Continent;0.0;0.0;198.0;242.00000000000003
ES01113;Continent;0.0;0.0;198.0;242.00000000000003
ES01114;Continent;0.0;0.0;198.0;242.00000000000003
ES01115;Continent;0.0;0.0;198.0;242.00000000000003
ES01116;Continent;0.0;0.0;360.0;440.00000000000006
ES01117;Continent;0.0;0.0;198.0;242.00000000000003
ES01118;Continent;0.0;0.0;198.0;242.00000000000003
ES01119;Continent;0.0;0.0;198.0;242.00000000000003
ES01120;Continent;0.0;0.0;198.0;242.00000000000003
ES01121;Continent;0.0;0.0;118.8;145.20000000000002
ES01122;Continent;0.0;0.0;198.0;242.00000000000003
ES01123;Continent;0.0;0.0;198.0;242.00000000000003
ES01124;Continent;0.0;0.0;198.0;242.00000000000003
ES01125;Continent;0.0;0.0;288.0;352.0
ES01126;Continent;0.0;0.0;288.0;352.0
ES01127;Continent;0.0;0.0;198.0;242.00000000000003
ES01128;Continent;0.0;0.0;198.0;242.00000000000003
ES01129;Continent;0.0;0.0;198.0;242.00000000000003
ES01130;Continent;0.0;0.0;198.0;242.00000000000003
ES01131;Continent;0.0;0.0;198.0;242.00000000000003
ES01132;Continent;0.0;0.0;198.0;242.00000000000003
ES01133;Continent;0.0;0.0;198.0;242.00000000000003
ES01134;Continent;0.0;0.0;198.0;242.00000000000003
ES01135;Continent;0.0;0.0;198.0;242.00000000000003
ES01136;Continent;0.0;0.0;360.0;440.00000000000006
ES01137;Continent;0.0;0.0;198.0;242.00000000000003
ES01140;Continent;0.0;0.0;198.0;242.00000000000003
ES01141;Continent;0.0;0.0;198.0;242.00000000000003
ES01142;Continent;0.0;0.0;360.0;440.00000000000006
ES01143;Continent;0.0;0.0;198.0;242.00000000000003
ES01144;Continent;0.0;0.0;198.0;242.00000000000003
ES01145;Continent;0.0;0.0;198.0;242.00000000000003
ES01146;Continent;0.0;0.0;360.0;440.00000000000006
ES01147;Continent;0.0;0.0;198.0;242.00000000000003
ES01148;Continent;0.0;0.0;360.0;440.00000000000006
ES01149;Continent;0.0;0.0;360.0;440.00000000000006
ES01150;Continent;0.0;0.0;198.0;242.00000000000003
ES01151;Continent;0.0;0.0;360.0;440.00000000000006
ES01152;Continent;0.0;0.0;198.0;242.00000000000003
ES01153;Continent;0.0;0.0;198.0;242.00000000000003
ES01154;Continent;0.0;0.0;198.0;242.00000000000003
ES01155;Continent;0.0;0.0;198.0;242.00000000000003
ES01156;Continent;0.0;0.0;198.0;242.00000000000003
ES01157;Continent;0.0;0.0;198.0;242.00000000000003
ES01158;Continent;0.0;0.0;198.0;242.00000000000003
ES01159;Continent;0.0;0.0;198.0;242.00000000000003
ES01160;Continent;0.0;0.0;198.0;242.00000000000003
ES01161;Continent;0.0;0.0;360.0;440.00000000000006
ES01162;Continent;0.0;0.0;198.0;242.00000000000003
ES01163;Continent;0.0;0.0;360.0;440.00000000000006
ES01164;Continent;0.0;0.0;360.0;440.00000000000006
ES01165;Continent;0.0;0.0;360.0;440.00000000000006
ES01166;Continent;0.0;0.0;198.0;242.00000000000003
ES01167;Continent;0.0;0.0;198.0;242.00000000000003
ES01168;Continent;0.0;0.0;360.0;440.00000000000006
ES01169;Continent;0.0;0.0;198.0;242.00000000000003
ES01170;Continent;0.0;0.0;198.0;242.00000000000003
ES01171;Continent;0.0;0.0;198.0;242.00000000000003
ES01172;Continent;0.0;0.0;198.0;242.00000000000003
ES01173;Continent;0.0;0.0;198.0;242.00000000000003
ES01174;Continent;0.0;0.0;198.0;242.00000000000003
ES01175;Continent;0.0;0.0;198.0;242.00000000000003
ES01176;Continent;0.0;0.0;198.0;242.00000000000003
ES01177;Continent;0.0;0.0;198.0;242.00000000000003
ES01178;Continent;0.0;0.0;198.0;242.00000000000003
ES01179;Continent;0.0;0.0;198.0;242.00000000000003
ES01180;Continent;0.0;0.0;198.0;242.00000000000003
ES01181;Continent;0.0;0.0;198.0;242.00000000000003
ES01182;Continent;0.0;0.0;198.0;242.00000000000003
ES01183;Continent;0.0;0.0;198.0;242.00000000000003
ES01184;Continent;0.0;0.0;198.0;242.00000000000003
ES01185;Continent;0.0;0.0;198.0;242.00000000000003
ES01186;Continent;0.0;0.0;198.0;242.00000000000003
ES01187;Continent;0.0;0.0;198.0;242.00000000000003
ES01188;Continent;0.0;0.0;360.0;440.00000000000006
ES01189;Continent;0.0;0.0;360.0;440.00000000000006
ES01190;Continent;0.0;0.0;198.0;242.00000000000003
ES01191;Continent;0.0;0.0;198.0;242.00000000000003
ES01192;Continent;0.0;0.0;198.0;242.00000000000003
ES01193;Continent;0.0;0.0;198.0;242.00000000000003
ES01194;Continent;0.0;0.0;198.0;242.00000000000003
ES01195;Continent;0.0;0.0;198.0;242.00000000000003
ES01196;Continent;0.0;0.0;360.0;440.00000000000006
ES01197;Continent;0.0;0.0;360.0;440.00000000000006
ES01198;Continent;0.0;0.0;198.0;242.00000000000003
ES01199;Continent;0.0;0.0;198.0;242.00000000000003
ES01200;Continent;0.0;0.0;198.0;242.00000000000003
ES01201;Continent;0.0;0.0;360.0;440.00000000000006
ES01202;Continent;0.0;0.0;198.0;242.00000000000003
ES01203;Continent;0.0;0.0;198.0;242.00000000000003
ES01204;Continent;0.0;0.0;198.0;242.00000000000003
ES01205;Continent;0.0;0.0;198.0;242.00000000000003
ES01206;Continent;0.0;0.0;198.0;242.00000000000003
ES01207;Continent;0.0;0.0;198.0;242.00000000000003
ES01208;Continent;0.0;0.0;198.0;242.00000000000003
ES01209;Continent;0.0;0.0;360.0;440.00000000000006
ES01210;Continent;0.0;0.0;360.0;440.00000000000006
ES01211;Continent;0.0;0.0;198.0;242.00000000000003
ES01212;Continent;0.0;0.0;198.0;242.00000000000003
ES01213;Continent;0.0;0.0;198.0;242.00000000000003
ES01214;Continent;0.0;0.0;198.0;242.00000000000003
ES01215;Continent;0.0;0.0;198.0;242.00000000000003
ES01216;Continent;0.0;0.0;198.0;242.00000000000003
ES01217;Continent;0.0;0.0;198.0;242.00000000000003
ES01218;Continent;0.0;0.0;360.0;440.00000000000006
ES01219;Continent;0.0;0.0;198.0;242.00000000000003
ES01220;Continent;0.0;0.0;198.0;242.00000000000003
ES01221;Continent;0.0;0.0;198.0;242.00000000000003
ES01222;Continent;0.0;0.0;198.0;242.00000000000003
ES01223;Continent;0.0;0.0;360.0;440.00000000000006
ES01225;Continent;0.0;0.0;360.0;440.00000000000006
ES01226;Continent;0.0;0.0;360.0;440.00000000000006
ES01227;Continent;0.0;0.0;198.0;242.00000000000003
ES01228;Continent;0.0;0.0;198.0;242.00000000000003
ES01229;Continent;0.0;0.0;198.0;242.00000000000003
ES01230;Continent;0.0;0.0;198.0;242.00000000000003
ES01231;Continent;0.0;0.0;198.0;242.00000000000003
ES01232;Continent;0.0;0.0;198.0;242.00000000000003
ES01233;Continent;0.0;0.0;198.0;242.00000000000003
ES01234;Continent;0.0;0.0;198.0;242.00000000000003
ES01235;Continent;0.0;0.0;198.0;242.00000000000003
ES01236;Continent;0.0;0.0;198.0;242.00000000000003
ES01237;Continent;0.0;0.0;198.0;242.00000000000003
ES01238;Continent;0.0;0.0;198.0;242.00000000000003
ES01239;Continent;0.0;0.0;198.0;242.00000000000003
ES01240;Continent;0.0;0.0;198.0;242.00000000000003
ES01243;Continent;0.0;0.0;198.0;242.00000000000003
ES01244;Continent;0.0;0.0;198.0;242.00000000000003
ES01245;Continent;0.0;0.0;198.0;242.00000000000003
ES01246;Continent;0.0;0.0;198.0;242.00000000000003
ES01247;Continent;0.0;0.0;198.0;242.00000000000003
ES01248;Continent;0.0;0.0;198.0;242.00000000000003
ES01249;Continent;0.0;0.0;198.0;242.00000000000003
ES01250;Continent;0.0;0.0;198.0;242.00000000000003
ES01251;Continent;0.0;0.0;198.0;242.00000000000003
ES01252;Continent;0.0;0.0;198.0;242.00000000000003
ES01253;Continent;0.0;0.0;198.0;242.00000000000003
ES01254;Continent;0.0;0.0;198.0;242.00000000000003
ES01255;Continent;0.0;0.0;198.0;242.00000000000003
ES01256;Continent;0.0;0.0;198.0;242.00000000000003
ES01257;Continent;0.0;0.0;198.0;242.00000000000003
ES01258;Continent;0.0;0.0;360.0;440.00000000000006
ES01259;Continent;0.0;0.0;360.0;440.00000000000006
