Name;Zone;NumberUnits;MaxPower;MinPower;MaxPowerProfile;Energy;Kappa;Capacity;MaxAddedCapacity;MaxRetCapacity;InvestmentCost
G0074;ES00131;1;23.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;23.4;3.0;0.0;476775.0
G0076;ES00135;1;2.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.8;1.0;0.0;476775.0
G0079;ES00136;1;18.700000000000003;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;18.700000000000003;2.0;0.0;476775.0
G0080;ES00142;1;16.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;16.0;2.0;0.0;476775.0
G0082;ES00143;1;29.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;29.9;3.0;0.0;476775.0
G0083;ES00144;1;92.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;92.1;10.0;0.0;476775.0
G0084;ES00151;1;52.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;52.5;6.0;0.0;476775.0
G0087;ES00153;1;15.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;15.2;2.0;0.0;476775.0
G0091;ES00158;1;225.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;225.2;23.0;0.0;476775.0
G0096;ES00167;1;59.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;59.4;6.0;0.0;476775.0
G0098;ES00169;1;72.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;72.1;8.0;0.0;476775.0
G0100;ES00177;1;273.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;273.3;28.0;0.0;476775.0
G0102;ES00179;1;5.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;5.9;1.0;0.0;476775.0
G0106;ES00187;1;14.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;14.7;2.0;0.0;476775.0
G0118;ES00191;1;228.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;228.8;23.0;0.0;476775.0
G0121;ES00192;1;166.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;166.7;17.0;0.0;476775.0
G0123;ES00193;1;155.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;155.7;16.0;0.0;476775.0
G0125;ES00195;1;177.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;177.6;18.0;0.0;476775.0
G0126;ES00197;1;29.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;29.9;3.0;0.0;476775.0
G0131;ES00199;1;103.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;103.6;11.0;0.0;476775.0
G0132;ES00200;1;56.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;56.3;6.0;0.0;476775.0
G0133;ES00204;1;2.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.0;1.0;0.0;476775.0
G0136;ES00207;1;9.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;9.2;1.0;0.0;476775.0
G0141;ES00212;1;14.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;14.8;2.0;0.0;476775.0
G0143;ES00217;1;1.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.5;1.0;0.0;476775.0
G0144;ES00219;1;2.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.8;1.0;0.0;476775.0
G0146;ES00224;1;20.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;20.6;3.0;0.0;476775.0
G0149;ES00231;1;4.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.1;1.0;0.0;476775.0
G0151;ES00239;1;6.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.3;1.0;0.0;476775.0
G0154;ES00240;1;11.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;11.2;2.0;0.0;476775.0
G0157;ES00242;1;3.0999999999999996;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;3.0999999999999996;1.0;0.0;476775.0
G0163;ES00252;1;3.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;3.0;1.0;0.0;476775.0
G0164;ES00259;1;2.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.0;1.0;0.0;476775.0
G0166;ES00265;1;2.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.4;1.0;0.0;476775.0
G0173;ES00269;1;379.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;379.3;38.0;0.0;476775.0
G0174;ES00271;1;1.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.3;1.0;0.0;476775.0
G0179;ES00274;1;793.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;793.7;80.0;0.0;476775.0
G0180;ES00275;1;73.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;73.1;8.0;0.0;476775.0
G0182;ES00280;1;2.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.9;1.0;0.0;476775.0
G0186;ES00281;1;48.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;48.5;5.0;0.0;476775.0
G0187;ES00283;1;51.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;51.0;6.0;0.0;476775.0
G0191;ES00287;1;14.799999999999999;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;14.799999999999999;2.0;0.0;476775.0
G0193;ES00288;1;4.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.9;1.0;0.0;476775.0
G0194;ES00289;1;32.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;32.6;4.0;0.0;476775.0
G0196;ES00290;1;46.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;46.7;5.0;0.0;476775.0
G0205;ES00291;1;122.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;122.0;13.0;0.0;476775.0
G0207;ES00292;1;32.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;32.9;4.0;0.0;476775.0
G0212;ES00304;1;9.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;9.0;1.0;0.0;476775.0
G0217;ES00307;1;10.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;10.8;2.0;0.0;476775.0
G0219;ES00310;1;1.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.1;1.0;0.0;476775.0
G0231;ES00324;1;258.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;258.0;26.0;0.0;476775.0
G0234;ES00327;1;127.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;127.4;13.0;0.0;476775.0
G0236;ES00328;1;59.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;59.0;6.0;0.0;476775.0
G0237;ES00329;1;41.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;41.2;5.0;0.0;476775.0
G0238;ES00331;1;61.900000000000006;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;61.900000000000006;7.0;0.0;476775.0
G0239;ES00332;1;111.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;111.2;12.0;0.0;476775.0
G0241;ES00334;1;157.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;157.6;16.0;0.0;476775.0
G0242;ES00335;1;81.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;81.1;9.0;0.0;476775.0
G0244;ES00336;1;106.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;106.0;11.0;0.0;476775.0
G0245;ES00339;1;14.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;14.2;2.0;0.0;476775.0
G0246;ES00340;1;14.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;14.6;2.0;0.0;476775.0
G0247;ES00342;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0248;ES00343;1;25.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;25.0;3.0;0.0;476775.0
G0251;ES00344;1;407.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;407.9;41.0;0.0;476775.0
G0252;ES00345;1;149.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;149.0;15.0;0.0;476775.0
G0253;ES00346;1;385.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;385.1;39.0;0.0;476775.0
G0265;ES00349;1;41.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;41.1;5.0;0.0;476775.0
G0267;ES00350;1;93.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;93.7;10.0;0.0;476775.0
G0268;ES00352;1;4.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.5;1.0;0.0;476775.0
G0269;ES00353;1;13.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;13.2;2.0;0.0;476775.0
G0270;ES00354;1;87.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;87.1;9.0;0.0;476775.0
G0271;ES00355;1;8.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;8.6;1.0;0.0;476775.0
G0273;ES00359;1;61.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;61.9;7.0;0.0;476775.0
G0275;ES00362;1;630.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;630.1;64.0;0.0;476775.0
G0277;ES00364;1;201.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;201.0;21.0;0.0;476775.0
G0278;ES00365;1;85.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;85.4;9.0;0.0;476775.0
G0282;ES00367;1;51.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;51.1;6.0;0.0;476775.0
G0287;ES00372;1;1.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.3;1.0;0.0;476775.0
G0291;ES00377;1;32.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;32.6;4.0;0.0;476775.0
G0292;ES00379;1;2.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.0;1.0;0.0;476775.0
G0296;ES00383;1;27.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;27.1;3.0;0.0;476775.0
G0297;ES00384;1;6.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.3;1.0;0.0;476775.0
G0298;ES00386;1;55.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;55.5;6.0;0.0;476775.0
G0299;ES00387;1;63.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;63.2;7.0;0.0;476775.0
G0301;ES00388;1;3.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;3.1;1.0;0.0;476775.0
G0303;ES00390;1;61.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;61.2;7.0;0.0;476775.0
G0305;ES00391;1;1401.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1401.0;141.0;0.0;476775.0
G0309;ES00393;1;84.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;84.5;9.0;0.0;476775.0
G0310;ES00394;1;10.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;10.4;2.0;0.0;476775.0
G0311;ES00395;1;9.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;9.8;1.0;0.0;476775.0
G0312;ES00396;1;11.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;11.5;2.0;0.0;476775.0
G0313;ES00398;1;120.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;120.0;12.0;0.0;476775.0
G0316;ES00399;1;37.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;37.0;4.0;0.0;476775.0
G0317;ES00401;1;4.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.6;1.0;0.0;476775.0
G0318;ES00402;1;99.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;99.1;10.0;0.0;476775.0
G0319;ES00403;1;150.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;150.0;15.0;0.0;476775.0
G0320;ES00404;1;129.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;129.0;13.0;0.0;476775.0
G0321;ES00405;1;502.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;502.8;51.0;0.0;476775.0
G0322;ES00406;1;12.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;12.0;2.0;0.0;476775.0
G0324;ES00408;1;305.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;305.9;31.0;0.0;476775.0
G0325;ES00411;1;183.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;183.8;19.0;0.0;476775.0
G0326;ES00413;1;502.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;502.3;51.0;0.0;476775.0
G0327;ES00416;1;4.300000000000001;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.300000000000001;1.0;0.0;476775.0
G0330;ES00424;1;30.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;30.0;3.0;0.0;476775.0
G0332;ES00426;1;1.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.8;1.0;0.0;476775.0
G0337;ES00438;1;4.300000000000001;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.300000000000001;1.0;0.0;476775.0
G0340;ES00440;1;2.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.0;1.0;0.0;476775.0
G0341;ES00441;1;1.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.1;1.0;0.0;476775.0
G0343;ES00445;1;2.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.6;1.0;0.0;476775.0
G0345;ES00446;1;18.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;18.9;2.0;0.0;476775.0
G0347;ES00452;1;12.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;12.8;2.0;0.0;476775.0
G0349;ES00454;1;5.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;5.8;1.0;0.0;476775.0
G0350;ES00455;1;1.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.2;1.0;0.0;476775.0
G0351;ES00458;1;110.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;110.9;12.0;0.0;476775.0
G0352;ES00459;1;1.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.2;1.0;0.0;476775.0
G0355;ES00461;1;25.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;25.8;3.0;0.0;476775.0
G0357;ES00462;1;1.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.9;1.0;0.0;476775.0
G0359;ES00463;1;21.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;21.7;3.0;0.0;476775.0
G0363;ES00466;1;111.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;111.0;12.0;0.0;476775.0
G0365;ES00467;1;4.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;4.6;1.0;0.0;476775.0
G0366;ES00469;1;9.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;9.3;1.0;0.0;476775.0
G0367;ES00472;1;1.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.0;1.0;0.0;476775.0
G0370;ES00475;1;9.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;9.8;1.0;0.0;476775.0
G0372;ES00476;1;109.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;109.7;11.0;0.0;476775.0
G0374;ES00478;1;8.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;8.4;1.0;0.0;476775.0
G0381;ES00480;1;1.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.3;1.0;0.0;476775.0
G0382;ES00481;1;152.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;152.6;16.0;0.0;476775.0
G0384;ES00484;1;198.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;198.3;20.0;0.0;476775.0
G0387;ES00490;1;137.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;137.1;14.0;0.0;476775.0
G0388;ES00493;1;1.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.3;1.0;0.0;476775.0
G0392;ES00494;1;27.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;27.1;3.0;0.0;476775.0
G0394;ES00495;1;6.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.6;1.0;0.0;476775.0
G0395;ES00497;1;662.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;662.3;67.0;0.0;476775.0
G0399;ES00498;1;115.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;115.0;12.0;0.0;476775.0
G0400;ES00500;1;48.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;48.1;5.0;0.0;476775.0
G0402;ES00506;1;64.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;64.2;7.0;0.0;476775.0
G0403;ES00508;1;6.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.2;1.0;0.0;476775.0
G0406;ES00510;1;64.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;64.7;7.0;0.0;476775.0
G0407;ES00515;1;1.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.1;1.0;0.0;476775.0
G0409;ES00518;1;167.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;167.4;17.0;0.0;476775.0
G0410;ES00519;1;1.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.1;1.0;0.0;476775.0
G0414;ES00522;1;24.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;24.7;3.0;0.0;476775.0
G0417;ES00523;1;2.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.4;1.0;0.0;476775.0
G0418;ES00526;1;2.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.4;1.0;0.0;476775.0
G0419;ES00530;1;119.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;119.5;12.0;0.0;476775.0
G0420;ES00531;1;120.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;120.1;13.0;0.0;476775.0
G0423;ES00533;1;32.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;32.2;4.0;0.0;476775.0
G0424;ES00534;1;21.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;21.0;3.0;0.0;476775.0
G0426;ES00537;1;6.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;6.1;1.0;0.0;476775.0
G0428;ES00538;1;15.5;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;15.5;2.0;0.0;476775.0
G0430;ES00539;1;15.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;15.3;2.0;0.0;476775.0
G0433;ES00540;1;44.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;44.3;5.0;0.0;476775.0
G0450;ES00560;1;8.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;8.1;1.0;0.0;476775.0
G0452;ES00562;1;1.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.6;1.0;0.0;476775.0
G0454;ES00564;1;20.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;20.4;3.0;0.0;476775.0
G0464;ES00595;1;11.700000000000001;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;11.700000000000001;2.0;0.0;476775.0
G0466;ES00597;1;24.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;24.7;3.0;0.0;476775.0
G0470;ES00610;1;52.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;52.9;6.0;0.0;476775.0
G0472;ES00611;1;16.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;16.8;2.0;0.0;476775.0
G0474;ES00613;1;101.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;101.1;11.0;0.0;476775.0
G0475;ES00614;1;24.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;24.8;3.0;0.0;476775.0
G0478;ES00619;1;1.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.8;1.0;0.0;476775.0
G0480;ES00623;1;146.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;146.6;15.0;0.0;476775.0
G0481;ES00625;1;2.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.2;1.0;0.0;476775.0
G0485;ES00631;1;9.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;9.4;1.0;0.0;476775.0
G0489;ES00639;1;717.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;717.3;72.0;0.0;476775.0
G0493;ES00644;1;54.599999999999994;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;54.599999999999994;6.0;0.0;476775.0
G0494;ES00645;1;2.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.2;1.0;0.0;476775.0
