Name;Zone;NumberUnits;MaxPower;MinPower;MaxPowerProfile;Energy;Kappa;Capacity;MaxAddedCapacity;MaxRetCapacity;InvestmentCost
G0879;ES01209;1;395.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;395.4;40.0;0.0;476775.0
G0881;ES01210;1;378.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;378.8;38.0;0.0;476775.0
G0882;ES01211;1;5.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;5.0;1.0;0.0;476775.0
G0883;ES01212;1;82.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;82.3;9.0;0.0;476775.0
G0884;ES01213;1;7.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;7.2;1.0;0.0;476775.0
G0886;ES01214;1;3.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;3.3;1.0;0.0;476775.0
G0889;ES01217;1;321.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;321.1;33.0;0.0;476775.0
G0892;ES01220;1;8.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;8.0;1.0;0.0;476775.0
G0894;ES01221;1;305.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;305.4;31.0;0.0;476775.0
G0895;ES01223;1;553.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;553.0;56.0;0.0;476775.0
G0896;ES01225;1;616.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;616.6;62.0;0.0;476775.0
G0897;ES01226;1;191.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;191.6;20.0;0.0;476775.0
G0899;ES01227;1;2.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;2.6;1.0;0.0;476775.0
G0904;ES01232;1;1.3;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.3;1.0;0.0;476775.0
G0905;ES01235;1;1.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.0;1.0;0.0;476775.0
G0913;ES01244;1;12.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;12.1;2.0;0.0;476775.0
G0916;ES01245;1;1.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.1;1.0;0.0;476775.0
G0917;ES01247;1;5.699999999999999;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;5.699999999999999;1.0;0.0;476775.0
G0918;ES01248;1;51.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;51.4;6.0;0.0;476775.0
G0919;ES01249;1;150.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;150.0;15.0;0.0;476775.0
G0920;ES01250;1;160.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;160.8;17.0;0.0;476775.0
G0921;ES01251;1;110.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;110.7;12.0;0.0;476775.0
G0922;ES01252;1;193.6;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;193.6;20.0;0.0;476775.0
G0924;ES01253;1;20.8;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;20.8;3.0;0.0;476775.0
G0926;ES01257;1;139.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;139.9;14.0;0.0;476775.0
G0927;ES01259;1;1210.7;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1210.7;122.0;0.0;476775.0
G0225;ES00317;1;492500.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;197.0;49250.0;0.0;0.0
G0928;ES00544;1;7250.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;2.9;725.0;0.0;0.0
G0929;ES01042;1;44000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;17.6;4400.0;0.0;0.0
G0930;ES01042;1;75000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;30.0;7500.0;0.0;0.0
G0931;ES00315;1;216250.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;86.5;21625.0;0.0;0.0
G0932;ES00846;1;21000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;8.4;2100.0;0.0;0.0
G0933;ES01214;1;5800.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;2.32;580.0;0.0;0.0
G0934;ES00214;1;3920.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;1.568;392.0;0.0;0.0
G0935;ES00891;1;9250.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;3.7;925.0;0.0;0.0
G0936;ES01042;1;206100.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;82.44;20610.0;0.0;0.0
G0937;ES00785;1;24000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;9.6;2400.0;0.0;0.0
G0938;ES00867;1;24000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;9.6;2400.0;0.0;0.0
G0939;ES01133;1;11250.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;4.5;1125.0;0.0;0.0
G0940;ES00934;1;32000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;12.8;3200.0;0.0;0.0
G0941;ES00597;1;12250.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;4.9;1225.0;0.0;0.0
G0942;ES00012;1;1750.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;0.7;175.0;0.0;0.0
G0943;ES00518;1;26000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;10.4;2600.0;0.0;0.0
G0944;ES00963;1;12500.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;5.0;1250.0;0.0;0.0
G0945;ES00737;1;3750.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;1.5;375.0;0.0;0.0
G0946;ES00641;1;125.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;0.05;13.0;0.0;0.0
G0947;ES00933;1;9500.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;3.8;950.0;0.0;0.0
G0948;ES00934;1;32000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;12.8;3200.0;0.0;0.0
G0949;ES00214;1;1132.5;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;0.453;114.0;0.0;0.0
G0950;ES00083;1;5250.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;2.1;525.0;0.0;0.0
G0951;ES01039;1;6750.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;2.7;675.0;0.0;0.0
G0952;ES01133;1;12500.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;5.0;1250.0;0.0;0.0
G0953;ES00304;1;18000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;7.2;1800.0;0.0;0.0
G0954;ES01042;1;27250.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;10.9;2725.0;0.0;0.0
G0955;ES00034;1;12500.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;5.0;1250.0;0.0;0.0
G0956;ES00401;1;20800.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;8.32;2080.0;0.0;0.0
G0957;ES00500;1;13500.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;5.4;1350.0;0.0;0.0
G0958;ES00179;1;32000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;12.8;3200.0;0.0;0.0
G0959;ES01042;1;17000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;6.8;1700.0;0.0;0.0
G0960;ES01142;1;12500.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;5.0;1250.0;0.0;0.0
G0961;ES00401;1;37500.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;15.0;3750.0;0.0;0.0
G0962;ES00518;1;33000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;13.2;3300.0;0.0;0.0
G0963;ES00215;1;38000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;15.2;3800.0;0.0;0.0
G0964;ES00933;1;7475.000000000001;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;2.99;748.0;0.0;0.0
G0965;ES00849;1;7875.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;3.15;788.0;0.0;0.0
G0966;ES01042;1;750.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;0.3;75.0;0.0;0.0
G0967;ES00215;1;2750.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;1.1;275.0;0.0;0.0
G0968;ES00383;1;1500.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;0.6;150.0;0.0;0.0
G0969;ES00383;1;5750.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;2.3;575.0;0.0;0.0
G0970;ES00034;1;32000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;12.8;3200.0;0.0;0.0
G0971;ES00785;1;24000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;9.6;2400.0;0.0;0.0
G0972;ES00791;1;25000.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;10.0;2500.0;0.0;0.0
G0973;ES00938;1;6500.0;0.0;EDF__RunOfRiver-HourlyCoefficient-PresentClimate-ES__18092019__18092019__v1.csv;0.0;1.0;2.6;650.0;0.0;0.0
G0002;ES00007;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0003;ES00007;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0007;ES00009;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0008;ES00009;1;49.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.9;5.0;0.0;476775.0
G0127;ES00197;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0128;ES00197;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0129;ES00197;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0177;ES00274;1;1.4;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;1.4;1.0;0.0;476775.0
G0178;ES00274;1;30.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;30.0;3.0;0.0;476775.0
G0240;ES00333;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0243;ES00335;1;30.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;30.0;3.0;0.0;476775.0
G0249;ES00343;1;20.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;20.0;2.0;0.0;476775.0
G0250;ES00343;1;11.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;11.0;2.0;0.0;476775.0
G0344;ES00446;1;24.2;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;24.2;3.0;0.0;476775.0
G0389;ES00493;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0390;ES00493;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0405;ES00510;1;49.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.9;5.0;0.0;476775.0
G0427;ES00537;1;49.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.9;5.0;0.0;476775.0
G0431;ES00539;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0432;ES00540;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0473;ES00613;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0495;ES00645;1;49.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.9;5.0;0.0;476775.0
G0603;ES00816;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0605;ES00816;1;49.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.9;5.0;0.0;476775.0
G0606;ES00816;1;49.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.9;5.0;0.0;476775.0
G0609;ES00820;1;49.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.9;5.0;0.0;476775.0
G0618;ES00835;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0619;ES00835;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0620;ES00835;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0632;ES00846;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0633;ES00846;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0679;ES00909;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0682;ES00917;1;45.1;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;45.1;5.0;0.0;476775.0
G0720;ES00976;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0722;ES00977;1;49.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.9;5.0;0.0;476775.0
G0724;ES00977;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0725;ES00977;1;19.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;19.9;2.0;0.0;476775.0
G0726;ES00977;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0727;ES00977;1;110.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;110.0;11.0;0.0;476775.0
G0764;ES01058;1;49.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.9;5.0;0.0;476775.0
G0766;ES01060;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0767;ES01060;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0769;ES01062;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0772;ES01062;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0828;ES01153;1;49.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.9;5.0;0.0;476775.0
G0858;ES01181;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0859;ES01181;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0860;ES01181;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0861;ES01181;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
G0863;ES01182;1;49.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.9;5.0;0.0;476775.0
G0864;ES01182;1;49.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.9;5.0;0.0;476775.0
G0865;ES01182;1;49.9;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;49.9;5.0;0.0;476775.0
G0923;ES01253;1;50.0;0.0;EDF__PV-LoadFactor-PresentClimate-ES__13082019__13082019__v1.csv;0.0;1.0;50.0;5.0;0.0;476775.0
