Type;Zone;value;Profile_Timeserie
Total;ES01019;33458.526635377;Profile-Iberia2.csv
Total;ES01020;163765.13289149202;Profile-Iberia2.csv
Total;ES01021;0.0;Profile-Iberia2.csv
Total;ES01022;186998.46075523598;Profile-Iberia2.csv
Total;ES01023;39098.958646091;Profile-Iberia2.csv
Total;ES01024;283362.74145867897;Profile-Iberia2.csv
Total;ES01025;416199.284369774;Profile-Iberia2.csv
Total;ES01026;300890.215803271;Profile-Iberia2.csv
Total;ES01027;180031.070106589;Profile-Iberia2.csv
Total;ES01028;126384.975694363;Profile-Iberia2.csv
Total;ES01029;1.189599318571429e6;Profile-Iberia2.csv
Total;ES01030;157579.140399573;Profile-Iberia2.csv
Total;ES01031;133250.345389292;Profile-Iberia2.csv
Total;ES01032;233324.894857995;Profile-Iberia2.csv
Total;ES01033;197093.960242658;Profile-Iberia2.csv
Total;ES01034;447992.993737977;Profile-Iberia2.csv
Total;ES01035;51659.888266187;Profile-Iberia2.csv
Total;ES01036;255657.418874785;Profile-Iberia2.csv
Total;ES01037;66495.93090350101;Profile-Iberia2.csv
Total;ES01038;384350.904580184;Profile-Iberia2.csv
Total;ES01039;371084.291905783;Profile-Iberia2.csv
Total;ES01040;111368.909535578;Profile-Iberia2.csv
Total;ES01041;5032.423726;Profile-Iberia2.csv
Total;ES01042;27547.487476124003;Profile-Iberia2.csv
Total;ES01043;63639.57294593;Profile-Iberia2.csv
Total;ES01044;173158.151776071;Profile-Iberia2.csv
Total;ES01045;1962.6452531399998;Profile-Iberia2.csv
Total;ES01046;400.30643275;Profile-Iberia2.csv
Total;ES01047;365080.61040066497;Profile-Iberia2.csv
Total;ES01048;119068.746582891;Profile-Iberia2.csv
Total;ES01049;84465.572296382;Profile-Iberia2.csv
Total;ES01050;28810.854577882998;Profile-Iberia2.csv
Total;ES01051;48689.843281714995;Profile-Iberia2.csv
Total;ES01052;179835.94931394001;Profile-Iberia2.csv
Total;ES01053;34069.966118086;Profile-Iberia2.csv
Total;ES01054;14067.9117795;Profile-Iberia2.csv
Total;ES01055;579981.573251241;Profile-Iberia2.csv
Total;ES01056;128059.400315923;Profile-Iberia2.csv
Total;ES01057;93636.707043951;Profile-Iberia2.csv
Total;ES01058;48163.726255814996;Profile-Iberia2.csv
Total;ES01059;27534.677670276;Profile-Iberia2.csv
Total;ES01060;2310.3399833;Profile-Iberia2.csv
Total;ES01061;3476.9473016;Profile-Iberia2.csv
Total;ES01062;293396.250635658;Profile-Iberia2.csv
Total;ES01063;1733.89872014;Profile-Iberia2.csv
Total;ES01064;103890.041639143;Profile-Iberia2.csv
Total;ES01065;17110.2406684;Profile-Iberia2.csv
Total;ES01066;265967.711356694;Profile-Iberia2.csv
Total;ES01067;86052.615742336;Profile-Iberia2.csv
Total;ES01068;5787.2872849;Profile-Iberia2.csv
Total;ES01069;0.0;Profile-Iberia2.csv
Total;ES01070;1.0206905911388991e6;Profile-Iberia2.csv
Total;ES01071;64370.189372332;Profile-Iberia2.csv
Total;ES01073;6336.2789641;Profile-Iberia2.csv
Total;ES01074;97218.191511132;Profile-Iberia2.csv
Total;ES01075;60523.587673404;Profile-Iberia2.csv
Total;ES01076;93852.41502457;Profile-Iberia2.csv
Total;ES01077;441734.259848564;Profile-Iberia2.csv
Total;ES01078;123406.009595104;Profile-Iberia2.csv
Total;ES01079;51974.872242128;Profile-Iberia2.csv
Total;ES01080;172188.266476151;Profile-Iberia2.csv
Total;ES01081;0.0;Profile-Iberia2.csv
Total;ES01082;56739.662524518;Profile-Iberia2.csv
Total;ES01083;23254.830037846;Profile-Iberia2.csv
Total;ES01084;144655.876271205;Profile-Iberia2.csv
Total;ES01085;62440.94111301;Profile-Iberia2.csv
Total;ES01086;215819.151434038;Profile-Iberia2.csv
Total;ES01088;72825.118725078;Profile-Iberia2.csv
Total;ES01089;36516.867781586996;Profile-Iberia2.csv
Total;ES01090;88.296161738;Profile-Iberia2.csv
Total;ES01091;107.053377444;Profile-Iberia2.csv
Total;ES01092;1.0;exp_load_ES01092.csv
Total;ES01093;74722.79996284601;Profile-Iberia2.csv
Total;ES01094;161158.33740142398;Profile-Iberia2.csv
Total;ES01095;998351.8909657181;Profile-Iberia2.csv
Total;ES01096;8966.8640936;Profile-Iberia2.csv
Total;ES01097;833633.571271215;Profile-Iberia2.csv
Total;ES01100;426527.419081257;Profile-Iberia2.csv
Total;ES01101;7685.8835088;Profile-Iberia2.csv
Total;ES01102;42968.434998319004;Profile-Iberia2.csv
Total;ES01103;318887.764273178;Profile-Iberia2.csv
Total;ES01104;150831.80391567198;Profile-Iberia2.csv
Total;ES01105;158401.026692642;Profile-Iberia2.csv
Total;ES01106;121204.552961512;Profile-Iberia2.csv
Total;ES01107;634412.49701819;Profile-Iberia2.csv
Total;ES01108;221361.45118209498;Profile-Iberia2.csv
Total;ES01109;958697.993230569;Profile-Iberia2.csv
Total;ES01110;525009.89268028;Profile-Iberia2.csv
Total;ES01111;138194.015460488;Profile-Iberia2.csv
Total;ES01112;210542.655157327;Profile-Iberia2.csv
Total;ES01113;1.025911959501157e6;Profile-Iberia2.csv
Total;ES01114;542590.436220528;Profile-Iberia2.csv
Total;ES01115;260148.17081064096;Profile-Iberia2.csv
Total;ES01116;137647.76873968402;Profile-Iberia2.csv
Total;ES01117;34691.927941313;Profile-Iberia2.csv
Total;ES01118;37155.29935519;Profile-Iberia2.csv
Total;ES01119;43664.968191304004;Profile-Iberia2.csv
Total;ES01120;479522.95835363097;Profile-Iberia2.csv
Total;ES01121;1.083553112112228e6;Profile-Iberia2.csv
Total;ES01122;0.0;Profile-Iberia2.csv
Total;ES01123;73828.17227228299;Profile-Iberia2.csv
Total;ES01124;1.0023364268240451e6;Profile-Iberia2.csv
Total;ES01125;66495.70215696801;Profile-Iberia2.csv
Total;ES01126;1.0;exp_load_ES01126.csv
Total;ES01127;15920.7586968;Profile-Iberia2.csv
Total;ES01128;14411.031579;Profile-Iberia2.csv
Total;ES01129;77704.968513567;Profile-Iberia2.csv
Total;ES01130;1765.9232347600002;Profile-Iberia2.csv
Total;ES01131;412922.490284549;Profile-Iberia2.csv
Total;ES01132;79537.68573596301;Profile-Iberia2.csv
Total;ES01133;12581.059315;Profile-Iberia2.csv
Total;ES01134;118280.943523239;Profile-Iberia2.csv
Total;ES01135;20701.5612365;Profile-Iberia2.csv
Total;ES01136;29979.063121914;Profile-Iberia2.csv
Total;ES01137;9653.1036926;Profile-Iberia2.csv
Total;ES01140;84352.57150908;Profile-Iberia2.csv
Total;ES01141;233993.292227421;Profile-Iberia2.csv
Total;ES01142;17590.6083877;Profile-Iberia2.csv
Total;ES01143;28571.814450898004;Profile-Iberia2.csv
Total;ES01144;279524.374634939;Profile-Iberia2.csv
Total;ES01145;87910.037590296;Profile-Iberia2.csv
Total;ES01146;56129.13802794101;Profile-Iberia2.csv
Total;ES01147;164280.041337275;Profile-Iberia2.csv
Total;ES01148;157166.939147107;Profile-Iberia2.csv
Total;ES01149;256229.056460752;Profile-Iberia2.csv
Total;ES01150;6816.6466834;Profile-Iberia2.csv
Total;ES01151;0.0;Profile-Iberia2.csv
Total;ES01152;807772.860729433;Profile-Iberia2.csv
Total;ES01153;22983.765396240997;Profile-Iberia2.csv
Total;ES01154;5489.916792;Profile-Iberia2.csv
Total;ES01155;2143.35501421;Profile-Iberia2.csv
Total;ES01156;725383.1632200261;Profile-Iberia2.csv
Total;ES01157;9515.8557728;Profile-Iberia2.csv
Total;ES01158;60679.592808910005;Profile-Iberia2.csv
Total;ES01159;53535.83858332;Profile-Iberia2.csv
Total;ES01160;139479.342229415;Profile-Iberia2.csv
Total;ES01161;129260.09086764001;Profile-Iberia2.csv
Total;ES01162;25820.90864504;Profile-Iberia2.csv
Total;ES01163;73049.747820484;Profile-Iberia2.csv
Total;ES01164;72958.020460751;Profile-Iberia2.csv
Total;ES01165;241213.447795033;Profile-Iberia2.csv
Total;ES01166;483735.325758826;Profile-Iberia2.csv
Total;ES01167;174081.372783259;Profile-Iberia2.csv
Total;ES01168;648275.909397188;Profile-Iberia2.csv
Total;ES01169;735044.273041281;Profile-Iberia2.csv
Total;ES01170;81248.023563204;Profile-Iberia2.csv
Total;ES01171;327875.901794347;Profile-Iberia2.csv
Total;ES01172;48911.498672192;Profile-Iberia2.csv
Total;ES01173;2790.7077026;Profile-Iberia2.csv
Total;ES01174;94508.460081214;Profile-Iberia2.csv
Total;ES01175;177290.68664124902;Profile-Iberia2.csv
Total;ES01176;10842.5856642;Profile-Iberia2.csv
Total;ES01177;584653.7211877661;Profile-Iberia2.csv
Total;ES01178;29732.016866274;Profile-Iberia2.csv
Total;ES01179;1283.26805013;Profile-Iberia2.csv
Total;ES01180;265372.055384762;Profile-Iberia2.csv
Total;ES01181;18848.7143192;Profile-Iberia2.csv
Total;ES01182;403792.758659453;Profile-Iberia2.csv
Total;ES01183;40987.947515605;Profile-Iberia2.csv
Total;ES01184;2257.72828071;Profile-Iberia2.csv
Total;ES01185;52287.568752739004;Profile-Iberia2.csv
Total;ES01186;182800.961874686;Profile-Iberia2.csv
Total;ES01187;180113.64760500198;Profile-Iberia2.csv
Total;ES01188;35430.093003304;Profile-Iberia2.csv
Total;ES01189;30987.377839377998;Profile-Iberia2.csv
Total;ES01190;5764.4126316;Profile-Iberia2.csv
Total;ES01191;15211.644444500002;Profile-Iberia2.csv
Total;ES01192;25129.636622314;Profile-Iberia2.csv
Total;ES01193;382870.457018608;Profile-Iberia2.csv
Total;ES01194;71571.58772423801;Profile-Iberia2.csv
Total;ES01195;393344.074525079;Profile-Iberia2.csv
Total;ES01196;1301.56777277;Profile-Iberia2.csv
Total;ES01197;34805.843714746996;Profile-Iberia2.csv
Total;ES01198;1788.7978880599999;Profile-Iberia2.csv
Total;ES01199;603.89084712;Profile-Iberia2.csv
Total;ES01200;22096.9150878;Profile-Iberia2.csv
Total;ES01201;28.822063158;Profile-Iberia2.csv
Total;ES01202;63558.825419781;Profile-Iberia2.csv
Total;ES01203;280278.32320770697;Profile-Iberia2.csv
Total;ES01204;8486.4963743;Profile-Iberia2.csv
Total;ES01205;346246.535859577;Profile-Iberia2.csv
Total;ES01206;348834.574133939;Profile-Iberia2.csv
Total;ES01207;219556.869783258;Profile-Iberia2.csv
Total;ES01208;65644.307561142;Profile-Iberia2.csv
Total;ES01209;59523.965324193996;Profile-Iberia2.csv
Total;ES01210;225324.48486631998;Profile-Iberia2.csv
Total;ES01211;1667.56222557;Profile-Iberia2.csv
Total;ES01212;58513.591887933;Profile-Iberia2.csv
Total;ES01213;137579.144779784;Profile-Iberia2.csv
Total;ES01214;205593.495169339;Profile-Iberia2.csv
Total;ES01215;15531.889590699999;Profile-Iberia2.csv
Total;ES01216;84223.787211001;Profile-Iberia2.csv
Total;ES01217;11414.4519967;Profile-Iberia2.csv
Total;ES01218;77460.20972325701;Profile-Iberia2.csv
Total;ES01219;2676.3344361;Profile-Iberia2.csv
Total;ES01220;151788.19317014498;Profile-Iberia2.csv
Total;ES01221;710354.744748459;Profile-Iberia2.csv
Total;ES01222;62319.476703987006;Profile-Iberia2.csv
Total;ES01223;14479.655538899999;Profile-Iberia2.csv
Total;ES01225;130889.909915265;Profile-Iberia2.csv
Total;ES01226;135332.85382572399;Profile-Iberia2.csv
Total;ES01227;22440.0348873;Profile-Iberia2.csv
Total;ES01228;124682.186502711;Profile-Iberia2.csv
Total;ES01229;297.3704929;Profile-Iberia2.csv
Total;ES01230;1580.63854303;Profile-Iberia2.csv
Total;ES01231;35394.179797623;Profile-Iberia2.csv
Total;ES01232;96673.317269526;Profile-Iberia2.csv
Total;ES01233;508859.70121088094;Profile-Iberia2.csv
Total;ES01234;302159.530314888;Profile-Iberia2.csv
Total;ES01235;1.64812792012632e6;Profile-Iberia2.csv
Total;ES01236;11734.6971429;Profile-Iberia2.csv
Total;ES01237;12420.9367419;Profile-Iberia2.csv
Total;ES01238;23405.116510026997;Profile-Iberia2.csv
Total;ES01239;3637.0698747;Profile-Iberia2.csv
Total;ES01240;320129.857947368;Profile-Iberia2.csv
Total;ES01243;355637.038532293;Profile-Iberia2.csv
Total;ES01244;183693.988339518;Profile-Iberia2.csv
Total;ES01245;142555.525605199;Profile-Iberia2.csv
Total;ES01246;145188.169453496;Profile-Iberia2.csv
Total;ES01247;23919.796209277;Profile-Iberia2.csv
Total;ES01248;54303.283201535;Profile-Iberia2.csv
Total;ES01249;182972.75052096898;Profile-Iberia2.csv
Total;ES01250;124775.515088175;Profile-Iberia2.csv
Total;ES01251;14022.1624729;Profile-Iberia2.csv
Total;ES01252;29234.264410466;Profile-Iberia2.csv
Total;ES01253;39003.113848764;Profile-Iberia2.csv
Total;ES01254;356688.128851428;Profile-Iberia2.csv
Total;ES01255;5695.7886717;Profile-Iberia2.csv
Total;ES01256;653925.262522689;Profile-Iberia2.csv
Total;ES01257;58522.970495786;Profile-Iberia2.csv
Total;ES01258;0.0;Profile-Iberia2.csv
Total;ES01259;235435.310371453;Profile-Iberia2.csv
